eid,source,target,dir,capacity,speed_mph,cost_time,btw
31044,16211,17081,1,5400,40,1.92485632934,2521024.0
7194,16211,18268,1,5400,40,0.136314775216,2907267.0
47973,16212,13880,1,1900,30,0.5281076716149999,625288.0
17442,16212,15915,1,1900,20,0.19332192504700002,777195.0
24979,16213,10499,1,5400,40,0.10414098490599999,3291137.0
46769,16214,13041,1,950,20,0.106982608903,2512.0
27554,16214,15773,1,950,20,0.21451676802,102243.0
23160,16215,6416,1,1900,30,0.164656522135,39398.0
23145,16215,12325,1,1900,30,0.272135128773,232047.0
26347,16216,17081,1,5400,40,0.24843390665999998,2406289.0
5099,16217,16207,1,1900,30,0.0804405512753,516493.0
19625,16218,12265,1,950,20,0.11493550626599999,411538.0
26082,16219,15114,1,1900,30,0.29235773395799997,214469.0
27558,16220,13041,1,950,20,0.026548332603599997,108358.0
46773,16220,42,1,950,20,0.135821946769,2202.0
31869,16220,46,1,950,20,0.200477587268,644.0
40315,16221,3248,1,950,20,0.553224074873,9579.0
31129,16221,6098,1,1900,30,4.46509631568,58860.0
48407,16221,5222,1,1900,30,1.30704788394,50885.0
27550,16222,42,1,950,20,0.24602357751899998,4714.0
48789,16222,15412,1,950,20,0.0856666930322,77716.0
31872,16222,15410,1,950,20,0.323042244593,114426.0
1558,16223,16224,1,950,20,0.063832125718,7128.0
19043,16223,18402,1,950,20,1.0817191878599999,35962.0
33493,16223,16231,1,950,20,0.0839943578435,71450.0
33491,16224,16223,1,950,20,0.063832125718,6594.0
1562,16224,16231,1,950,20,0.0525710314933,11295.0
12428,16225,4635,1,5400,40,0.00574145184536,4648267.0
18965,16225,10502,1,1900,20,0.218406992065,441431.0
20935,16226,15496,1,1900,30,0.0543409755798,4632575.0
24628,16226,8318,1,950,20,0.551328427118,380772.0
8606,16227,4835,1,950,20,0.0720703739933,569761.0
38445,16228,5068,1,5400,40,0.0199024669333,18142.0
11355,16228,11182,1,5400,40,0.0165593230729,173361.0
32533,16228,2590,1,950,20,0.473552504423,145248.0
33495,16231,16224,1,950,20,0.0525710314933,11035.0
9939,16231,4544,1,950,20,0.246845647646,86929.0
1560,16231,16223,1,950,20,0.0839943578435,33797.0
25716,16232,4702,1,6900,60,0.0610921592739,15478262.0
6429,16233,5513,1,5400,40,0.040243860463,218761.0
10231,16233,14673,1,5400,40,0.0247573412195,93932.0
31150,16234,5162,1,5400,40,0.0065236112811400005,7835.0
48425,16234,10732,1,5400,40,0.016749356498200002,10294.0
22346,16234,11589,1,5400,40,0.0202700846987,1113098.0
2858,16235,6192,1,6900,60,0.0543869196129,20410411.0
15757,16236,15979,1,5400,40,0.07239390075610001,10768.0
30651,16236,16005,1,8100,40,0.0567787205616,1018841.0
15752,16236,2190,1,8100,40,0.0170668693594,1972440.0
47937,16237,6045,1,950,20,6.161643939019999,17889.0
36333,16238,88,1,5400,40,0.036306382236599995,568536.0
13345,16238,2276,1,5400,40,0.38073925659100005,484265.0
2894,16239,3336,1,950,20,0.0269718533163,64881.0
38549,16239,6012,1,950,20,1.4762665521,4727.0
15348,16240,2482,1,1900,30,0.670373860243,336258.0
18341,16241,16915,1,5400,40,0.09662234150630002,902970.0
9061,16241,14244,1,5400,40,0.033120939441,95292.0
9948,16242,10163,1,950,20,0.0162266617966,152120.0
45437,16242,10140,1,950,20,0.644662123498,74698.0
1495,16243,4631,1,950,20,0.105736682037,300978.0
