eid,source,target,dir,capacity,speed_mph,cost_time,btw
25308,6468,6492,1,950,20,1.0313840016,46330.0
11976,6468,6454,1,950,20,0.05676031269830001,61703.0
28912,6469,5561,1,5400,40,0.057711917359,6775.0
13136,6469,7371,1,5400,40,0.0203320576891,323168.0
9918,6470,5449,1,5400,40,1.2644749256,261324.0
24266,6470,5620,1,5400,40,0.0339016363058,251900.0
2156,6471,4640,1,5400,40,1.23025565127,71347.0
7115,6471,398,1,5400,40,0.0544435100356,85013.0
1457,6472,5717,1,1900,30,0.64914496677,415230.0
12967,6473,4955,1,6900,60,0.024736581723700003,707292.0
7113,6474,403,1,1900,30,0.0562861612265,458552.0
22928,6474,6484,1,5400,40,2.22341066875,455795.0
23924,6475,4538,1,1900,30,1.0449812274799999,58406.0
9239,6475,6476,1,1900,30,0.062297956786,118430.0
9057,6476,1166,1,1900,30,0.0796595186813,288839.0
2977,6477,1804,1,5400,40,0.131116995426,145905.0
1677,6478,8384,1,6900,60,0.0124433896634,1.0
1678,6478,6648,1,6900,60,0.345082465682,2347103.0
23542,6479,8265,1,950,20,0.0797440338541,206120.0
26504,6479,5389,1,950,20,1.16991235219,199101.0
11598,6480,6485,1,1900,30,0.029806350259700003,95323.0
8270,6481,5620,1,1900,30,0.036342987867699995,73712.0
11672,6481,6470,1,1900,30,0.0545988797934,17008.0
7764,6482,6483,1,6900,60,0.08183871520010001,3739299.0
11437,6483,547,1,6900,60,0.118225365375,3739127.0
22930,6484,5112,1,5400,40,1.4360924477099999,434025.0
7118,6484,6474,1,5400,40,2.22341066875,448584.0
422,6484,4309,1,950,20,0.5355125842899999,24257.0
11671,6485,6481,1,1900,30,0.0226184390608,90892.0
2003,6485,9271,1,1900,30,0.657136903011,65825.0
9832,6486,4746,1,1900,30,0.3416516809699999,288839.0
24208,6486,4758,1,1900,30,0.032069978661700006,276524.0
11392,6486,1063,1,950,20,0.0837331709018,26003.0
14278,6487,5561,1,5400,40,0.058911700160199997,309850.0
28898,6487,10767,1,5400,40,0.0310729973148,4100.0
28910,6487,5095,1,950,20,0.0625799014413,4039.0
10798,6488,170,1,5400,40,0.966072571819,1666.0
12521,6488,1562,1,5400,40,0.20206239147799998,415249.0
15143,6489,9446,1,1900,30,0.11966876567399999,38236.0
