eid source target dir capacity speed_mph cost_time
14274 7887 5782 1 1900 30 0.0677734955229
14655 7888 10360 1 5400 40 0.16542435006
24810 7888 10359 1 5400 40 0.171518247167
21662 7889 7419 1 950 20 0.734966645069
16810 7889 9790 1 950 20 0.374879500077
4419 7890 8689 1 1900 30 0.00581402181276
15428 7891 10436 1 8100 40 0.100056188971
26390 7893 9268 1 950 20 8.36561203535
18535 7894 8260 1 1900 30 0.0988329962146
18566 7894 8524 1 1900 30 0.197612795041
14969 7895 9153 1 950 20 1.20803933847
14423 7895 10611 1 950 20 1.02790758942
26566 7895 7459 1 950 20 2.16323684372
9028 7896 6912 1 5400 40 0.540127866819
20042 7896 3121 1 5400 40 1.91199717884
1825 7896 4709 1 5400 40 0.0213241780178
27602 7897 3758 1 5400 40 0.936431814074
912 7897 2303 1 5400 40 0.160879081266
225 7898 6744 1 5400 40 0.26599912906
8675 7898 10732 1 1900 30 0.20378131989
18589 7899 3080 1 1900 30 0.328789026488
4498 7899 8481 1 1900 30 0.0327736991522
11885 7900 9488 1 5400 40 0.0930745724815
4511 7901 8546 1 1900 30 0.0270048659893
21392 7901 438 1 1900 30 0.0359981477832
4646 7901 2902 1 950 20 0.948289332016
7872 7902 7015 1 5400 40 0.161458017413
17504 7903 6000 1 950 20 0.0219404862819
13467 7903 7915 1 950 20 0.032841256282
15867 7904 8453 1 5400 40 0.0269504700667
21926 7905 7908 1 950 20 1.42911420001
5871 7905 3775 1 950 20 0.0280196522246
3996 7906 202 1 1900 20 0.0170192269707
17773 7906 2182 1 1900 30 0.0855560457423
17775 7907 4323 1 1900 30 0.0800574185336
4009 7907 9421 1 1900 20 0.016936806503
5358 7908 7905 1 950 20 1.42911420001
5365 7908 8001 1 950 20 0.0812903675251
21930 7908 10911 1 950 20 0.0706230157012
25428 7909 8280 1 1900 30 0.696049910376
4346 7909 8246 1 1900 30 0.0330038341842
21168 7910 1272 1 5400 40 0.059804171133
4045 7910 8010 1 5400 40 0.0382749521352
6847 7911 10287 1 950 20 2.93659544828
7048 7911 8102 1 5400 40 2.1121059295
22900 7911 6335 1 5400 40 0.249801328386
5293 7912 7916 1 950 20 0.00935355620034
5536 7912 7854 1 950 20 0.0532459341208
9264 7913 1289 1 5400 40 0.0128084134426
22014 7913 69 1 5400 40 0.53496035866
13371 7914 8314 1 950 20 0.127048518628
26218 7914 6346 1 950 20 2.20988975638
13463 7915 5142 1 5400 40 0.00665051226519
5469 7916 7996 1 950 20 0.0665686120089
2718 7917 1787 1 1900 30 0.00490177156184
5550 7917 8030 1 950 20 0.0590728620354
1523 7918 6721 1 8100 40 0.080923050831
1685 7919 7922 1 8100 40 0.338260129624
1521 7919 6719 1 8100 40 0.163299299685
10001 7920 7818 1 950 20 0.0811546966497
22002 7920 7685 1 950 20 0.106570895757
24312 7920 8378 1 950 20 0.414919975578
9352 7921 5993 1 1900 30 0.933026200714
23988 7921 8684 1 1900 30 0.960841658154
13079 7921 7825 1 5400 40 1.9041183427
7201 7922 3175 1 6900 60 0.0439666145459
2373 7923 1116 1 5400 40 0.0223078486643
20352 7923 228 1 5400 40 0.0214604891368
1087 7924 8052 1 8100 40 0.349970861551
7250 7924 7925 1 8100 40 0.130842777731
7251 7925 8022 1 8100 40 0.123394355802
18579 7926 5345 1 6900 60 0.0555659565011
15318 7927 7928 1 1900 30 0.0391448463806
3039 7927 4494 1 1900 30 3.06168682104
27032 7927 1967 1 1900 30 0.00364025300486
15316 7928 3713 1 1900 30 0.0829557397264
27038 7928 7998 1 1900 20 1.76755121964
27030 7928 7927 1 1900 30 0.0391448463806
7249 7929 7924 1 8100 40 0.011488823161
19146 7930 1230 1 950 20 0.0625512399687
20358 7931 1091 1 5400 40 0.0326519722121
6356 7931 7948 1 8100 40 0.284442054679
2379 7931 227 1 5400 40 0.0110564509699
19290 7932 7874 1 1900 20 0.0265108103904
7290 7932 10813 1 1900 30 0.343371867362
7284 7933 2449 1 8100 40 0.440261258246
7293 7933 6171 1 8100 40 0.264552462208
7285 7934 6540 1 6900 60 0.0152597437754
11879 7935 10527 1 5400 40 0.0857723496256
22808 7936 7863 1 950 20 2.81181679427
7422 7936 10287 1 950 20 0.0258742833574
23012 7937 7953 1 1900 30 0.0147925973971
7301 7937 6543 1 1900 30 0.0242948110925
7294 7938 6544 1 1900 30 0.168156919933
18285 7938 8675 1 5400 40 0.332812988642
19151 7939 6666 1 5400 40 0.0823693122553
19153 7939 8443 1 1900 20 0.0173484778502
917 7941 3817 1 8100 40 0.268046681092
1773 7941 8374 1 6900 60 0.388898354407
30 7942 9748 1 5400 40 0.127023135956
17031 7942 6095 1 950 20 0.050359196077
10908 7943 9410 1 5400 40 0.036460467238
14614 7943 9414 1 5400 40 0.0244692566308
915 7944 7923 1 8100 40 0.24968960885
1777 7944 7948 1 6900 60 0.388273144947
21536 7945 6940 1 1900 30 0.188609049513
7882 7945 1557 1 1900 30 0.362520013099
27446 7946 4692 1 950 20 0.387399425671
15496 7946 6334 1 1900 30 0.295679266206
27128 7946 8407 1 1900 30 0.782020754967
14899 7947 3259 1 1900 30 0.777109595753
1778 7948 2381 1 6900 60 0.0131961759423
7314 7949 2466 1 6900 60 0.280524269622
5890 7950 352 1 1900 30 0.491597797384
13052 7950 8290 1 5400 40 0.773343487212
1595 7951 2331 1 6900 60 0.0754994662443
6404 7952 1153 1 1900 30 0.00934682433515
22508 7952 10098 1 1900 30 0.0211269209976
21088 7952 1085 1 1900 30 0.0110085885239
7303 7953 7937 1 1900 30 0.0147925973971
23014 7953 6010 1 1900 30 0.0351710131389
23016 7953 6006 1 1900 30 0.0915071038312
2359 7954 4985 1 5400 40 0.0112918304111
916 7954 8374 1 8100 40 0.254078609613
20342 7954 1046 1 5400 40 0.010823927876
7275 7955 85 1 8100 40 0.3170652315
18572 7956 7742 1 8100 40 0.237445991497
5643 7956 7047 1 8100 40 0.531546474117
13378 7957 1291 1 950 20 0.354669750321
14045 7957 8079 1 950 20 0.911764896302
7279 7958 3107 1 1900 30 0.12778418356
7286 7958 10326 1 1900 30 0.271247858533
9680 7959 1306 1 5400 40 0.0252209330213
10081 7959 4597 1 950 20 0.120390510681
3265 7960 8344 1 5400 40 0.0197388098337
16980 7960 2755 1 1900 30 0.0479362721564
4574 7961 8347 1 1900 30 0.0353781417497
27412 7961 8567 1 1900 30 0.30896530564
4442 7962 8497 1 1900 30 0.0314825737135
18531 7962 8343 1 1900 30 0.0178873901802
7844 7963 5228 1 5400 40 0.0476568792538
7092 7963 303 1 5400 40 0.0198747424486
23232 7964 240 1 5400 40 0.831183650878
7840 7964 309 1 5400 40 0.0667157667423
13141 7965 9051 1 5400 40 1.36809261965
22174 7965 3382 1 950 20 1.38842957644
25856 7965 6574 1 5400 40 0.489077448506
28184 7966 5050 1 5400 40 0.00436523913254
17399 7966 7967 1 5400 40 0.0128791640993
17397 7967 2739 1 5400 40 0.0130452457803
11208 7967 5140 1 5400 40 1.15114388058
28182 7967 7966 1 5400 40 0.0128791640993
26022 7968 7337 1 5400 40 1.07176656215
438 7968 7972 1 5400 40 0.0356130529006
16780 7969 7974 1 5400 40 0.448635888621
11985 7970 6868 1 5400 40 0.0704557028688
11980 7970 6870 1 5400 40 0.0497989851749
59 7971 8692 1 6900 60 0.287611806597
19380 7972 7968 1 5400 40 0.0356130529006
13414 7972 10586 1 5400 40 0.800623792711
8707 7973 3256 1 1900 30 0.0385853475756
13065 7974 2889 1 5400 40 0.100884938775
22796 7975 225 1 950 20 1.21495563896
6841 7975 4213 1 950 20 0.304275652452
12943 7976 7977 1 5400 40 0.00481065717881
25730 7976 3903 1 5400 40 0.0343486251799
2942 7977 7984 1 5400 40 0.460956807346
25734 7977 7976 1 5400 40 0.00481065717881
12941 7977 3903 1 5400 40 0.0392936665273
25862 7978 9336 1 5400 40 0.0673881282134
20290 7978 7130 1 5400 40 0.0699814466314
13147 7978 4892 1 5400 40 2.01560031655
4286 7979 8828 1 6900 60 0.638233779467
25460 7980 1581 1 1900 30 0.0328378063328
12418 7980 3461 1 1900 30 0.0532388640199
4049 7981 1272 1 5400 40 0.0381939267053
21164 7981 8010 1 5400 40 0.0675654627897
13422 7982 3958 1 8100 40 0.0268334576571
111 7983 9601 1 8100 40 0.253464235409
20564 7984 7977 1 5400 40 0.460956807346
20576 7984 7990 1 5400 40 0.0286314204018
3002 7984 4217 1 5400 40 0.0149626546631
18513 7985 7880 1 1900 30 0.339348826352
4471 7985 8621 1 1900 30 0.0684485457868
27194 7986 6233 1 5400 40 2.35803629963
4743 7986 5730 1 950 20 0.736945791178
15614 7986 6229 1 5400 40 0.98328538211
16793 7987 6386 1 5400 40 0.427397654403
17769 7988 9409 1 5400 40 0.0360188909245
17828 7988 9637 1 5400 40 0.00765972002443
28408 7988 9335 1 5400 40 0.0527911460299
15339 7989 7998 1 1900 20 0.0748332700686
15323 7989 8031 1 1900 20 0.0569009606613
3004 7990 7984 1 5400 40 0.0286314204018
20578 7990 4217 1 5400 40 0.019958300992
2940 7990 6090 1 5400 40 0.388377256104
9528 7991 4441 1 950 20 0.789602750482
1652 7991 3204 1 1900 30 0.0801838516563
1468 7991 3213 1 1900 30 0.271855427094
24970 7993 10812 1 1900 30 0.159906523027
11296 7993 7997 1 1900 30 0.0422216090772
18570 7994 8809 1 1900 30 0.0262659037699
4434 7994 8524 1 1900 30 0.0265805840596
28562 7995 9635 1 950 20 2.35812664686
5294 7996 8030 1 950 20 0.013437655914
4606 7997 9393 1 1900 30 0.699717304361
11294 7997 10821 1 1900 30 0.0147374689725
24968 7997 7993 1 1900 30 0.0422216090772
15336 7998 7928 1 1900 20 1.76755121964
15909 7998 8031 1 1900 20 0.0587960285036
18601 7999 876 1 8100 40 0.0658635496267
17661 8000 6832 1 950 20 0.0288429512366
6946 8000 4319 1 950 20 0.127234349763
21758 8001 1465 1 950 20 0.0383723737326
21928 8001 7908 1 950 20 0.0812903675251
5066 8001 10911 1 950 20 0.0596383855929
19652 8002 6546 1 950 20 1.09938091985
1011 8002 7379 1 950 20 0.372654285132
25100 8002 6378 1 950 20 1.01444942111
15043 8003 10381 1 5400 40 0.0180771493687
20958 8004 8905 1 5400 40 0.367341879923
3692 8004 6013 1 5400 40 0.87243665379
3569 8004 5975 1 950 20 0.318680288549
17885 8005 1690 1 1900 30 0.036367593358
24340 8005 8091 1 1900 30 2.68062500187
24232 8006 7308 1 950 20 1.02003448046
24234 8006 7757 1 950 20 0.7385367548
9875 8007 3811 1 6900 60 0.641307160792
7550 8008 9792 1 1900 30 0.0187582395351
22260 8009 3868 1 950 20 0.804982916734
5960 8009 7573 1 950 20 0.365356068701
9898 8009 5349 1 950 20 2.33207223068
4043 8010 7981 1 5400 40 0.0675654627897
21166 8010 7910 1 5400 40 0.0382749521352
18967 8010 4405 1 5400 40 0.0426343787598
7549 8011 8008 1 1900 30 0.0138653488539
2729 8011 8021 1 1900 30 0.0613446119128
1079 8012 423 1 8100 40 0.0690405427769
2221 8013 3672 1 1900 30 0.0664664648001
14033 8013 788 1 1900 20 0.046652361557
20254 8013 3679 1 1900 30 0.13407377315
1686 8014 8058 1 6900 60 0.252671395866
19398 8015 432 1 950 20 1.56660733913
10654 8015 6671 1 950 20 0.073411316128
4252 8016 2085 1 5400 40 0.0320262835803
3190 8016 8863 1 5400 40 0.0314694092294
7562 8017 1209 1 1900 30 0.177133628113
7547 8017 8018 1 1900 30 0.0178703215377
7548 8018 8011 1 1900 30 0.0277910322512
3193 8019 7592 1 5400 40 0.0169099324127
4247 8019 4203 1 5400 40 0.0483827878023
11441 8020 410 1 5400 40 0.0416334143949
25052 8020 1147 1 5400 40 0.0221076530969
25782 8021 3880 1 1900 30 1.44849757375
19059 8021 8008 1 1900 30 0.0615054069227
2597 8022 8023 1 8100 40 0.0877788883881
14690 8023 4863 1 6900 60 0.183047935162
2939 8024 6942 1 5400 40 0.0569237285002
17173 8024 8055 1 1900 30 0.0789611760686
11364 8025 4696 1 5400 40 0.243306908353
2774 8026 8032 1 1900 30 0.137308191668
3197 8026 2846 1 1900 30 0.14179478895
1964 8027 1871 1 8100 40 0.114139763628
17162 8028 8043 1 1900 30 0.0099442355334
27062 8028 4447 1 1900 30 0.0306159829336
6651 8029 3603 1 1900 30 0.0723465993663
6647 8029 8037 1 1900 30 0.0308231194001
5551 8030 8258 1 950 20 0.274221430529
15324 8031 8056 1 1900 20 0.0828658387561
17047 8032 4451 1 1900 30 0.229406602764
26354 8033 3603 1 1900 30 0.0571117253105
5426 8033 8029 1 1900 30 0.0358328285159
26438 8034 3938 1 950 20 2.55577987734
20530 8034 3563 1 1900 30 0.443884152892
2831 8034 7844 1 1900 30 0.902360432571
4505 8035 6025 1 1900 30 0.0371779161826
21398 8035 5525 1 1900 30 0.0285768017438
6561 8036 4487 1 1900 30 0.0714927977371
6663 8037 8083 1 1900 30 0.0511121166985
26350 8037 3878 1 950 20 1.09646022696
7390 8038 4466 1 950 20 0.71611004088
7354 8038 4503 1 950 20 0.125190771741
17032 8039 8036 1 1900 30 0.115731528787
28290 8040 4480 1 950 20 0.776501129986
26254 8040 3746 1 1900 30 0.0380869893646
13811 8040 9852 1 1900 30 0.205248841704
18578 8041 8520 1 1900 30 0.0451275504406
18520 8041 8382 1 1900 30 0.0274178145959
18594 8042 8527 1 6900 60 0.0177986716639
16944 8043 1744 1 1900 30 0.0313697984457
28046 8043 8028 1 1900 30 0.0099442355334
2950 8044 5016 1 5400 40 0.0300740579776
24536 8044 6945 1 5400 40 0.0145118279638
10455 8044 6946 1 5400 40 0.0035455082537
10241 8045 4401 1 1900 30 0.415575873853
11363 8046 8025 1 5400 40 0.01267255801
11362 8047 9953 1 5400 40 0.169147477323
813 8048 5159 1 1900 30 0.31040150845
15321 8049 291 1 1900 20 0.0463960656319
27084 8050 2810 1 5400 40 2.01092989794
15407 8050 2957 1 5400 40 0.296476480085
1128 8051 1907 1 8100 40 0.56709308033
7262 8052 5863 1 5400 40 0.0835498669531
15298 8053 291 1 8100 40 0.0250629170124
8483 8054 4129 1 950 20 2.36252346788
23550 8054 1741 1 950 20 1.83254341702
20568 8055 9523 1 5400 40 0.210671288914
2944 8055 6948 1 5400 40 0.011409725464
15325 8056 8049 1 1900 20 0.0143463578227
15299 8056 8071 1 8100 40 0.0466752967639
26358 8057 1291 1 950 20 0.472406310408
1683 8058 8089 1 6900 60 0.506274047984
4879 8059 8760 1 1900 30 0.04256831064
19882 8059 9341 1 1900 30 0.636410688062
14063 8060 6988 1 5400 40 0.25969796302
2775 8060 8039 1 1900 30 0.4428960832
14556 8061 337 1 5400 40 0.0313021696132
31 8061 8422 1 5400 40 0.090388645844
2594 8062 1152 1 6900 60 0.0978552756432
1094 8062 4610 1 8100 40 0.161805461365
2770 8063 4952 1 5400 40 0.0272609028692
10768 8063 4634 1 1900 30 0.0496718850666
26884 8064 8512 1 1900 30 1.51322544136
10978 8064 2455 1 1900 30 0.462402869712
2773 8065 3496 1 5400 40 0.0972667945875
3573 8066 7659 1 1900 30 0.0757626267674
3656 8066 7444 1 5400 40 0.0109010260908
10765 8067 4953 1 1900 30 0.02528985393
10771 8067 8065 1 1900 30 0.0369235503748
20802 8068 8076 1 950 20 0.0475347172651
3444 8068 9821 1 950 20 0.0402435545718
16636 8069 9784 1 1900 30 0.976961994416
27780 8069 9024 1 1900 30 2.80068056066
15661 8069 8541 1 950 20 1.0968047864
4640 8070 8074 1 5400 40 0.00881254178726
15300 8071 8176 1 8100 40 0.270919408124
8092 8071 8394 1 8100 40 0.704540140305
7619 8072 4686 1 950 20 0.0260166809052
6649 8072 9959 1 950 20 2.69861652977
564 8073 6911 1 1900 20 0.109396219821
11748 8074 10674 1 5400 40 0.0215388889262
4641 8074 8077 1 5400 40 0.0171037908009
25198 8075 3378 1 5400 40 0.0827077583568
11758 8075 8085 1 5400 40 0.0195225127794
3438 8076 8068 1 950 20 0.0475347172651
4092 8076 9731 1 950 20 0.0873269223053
20804 8076 9820 1 950 20 0.037602106138
4642 8077 8080 1 5400 40 0.0054196689018
11759 8078 3397 1 5400 40 0.0250789623994
4639 8078 8070 1 5400 40 0.0159290808931
7618 8079 8072 1 950 20 0.0389373433903
26356 8079 7957 1 950 20 0.911764896302
4643 8080 8081 1 5400 40 0.0146899602846
11769 8080 10499 1 5400 40 0.0203095272112
4644 8081 4788 1 5400 40 0.00462768497867
9677 8082 1304 1 5400 40 0.031407202481
14048 8083 8033 1 1900 30 0.0321695213897
18828 8084 9656 1 5400 40 0.024865203633
4638 8085 8078 1 5400 40 0.00302028747786
16249 8086 4803 1 5400 40 0.153813964609
16253 8087 7599 1 5400 40 0.156302356898
18826 8088 6140 1 5400 40 0.0726168983138
4223 8088 9534 1 950 20 1.00424227052
1687 8089 8103 1 6900 60 0.339527903186
16250 8090 8087 1 5400 40 0.455260200696
10074 8091 8005 1 1900 30 2.68062500187
25002 8091 9614 1 1900 30 0.746761482976
17406 8092 8800 1 1900 30 0.0228229641738
23960 8092 4361 1 1900 30 0.662484179012
22452 8093 3369 1 950 20 0.176671123748
9840 8093 8563 1 5400 40 0.0252330196182
24216 8093 3396 1 5400 40 0.0113532159588
25404 8094 10412 1 1900 30 0.351653321968
14056 8094 9941 1 5400 40 0.489094010156
26368 8094 8110 1 5400 40 0.956007737287
16371 8095 2931 1 950 20 0.0716980739371
16650 8095 2932 1 950 20 0.0830252820942
25202 8095 1231 1 950 20 1.03758381559
14317 8096 10747 1 1900 30 0.160967840904
3813 8097 7885 1 6900 60 0.222423342053
13510 8098 8186 1 5400 40 0.0825881472403
25506 8098 3004 1 5400 40 0.19000258731
5642 8099 7956 1 8100 40 0.442675360733
12824 8099 4733 1 5400 40 0.0257934415246
4470 8100 6418 1 1900 30 0.0402454960462
18587 8100 8446 1 1900 30 0.600976663004
12632 8101 2952 1 950 20 0.208451615251
5754 8101 10531 1 950 20 0.0854447881734
24720 8102 8104 1 950 20 0.433967127046
7046 8102 3307 1 5400 40 0.931901867323
22898 8102 7911 1 5400 40 2.1121059295
1672 8103 6556 1 6900 60 0.494473760438
3647 8103 6196 1 8100 40 0.467006216665
18887 8104 4933 1 950 20 0.0274512478289
10837 8104 8102 1 950 20 0.433967127046
10825 8105 8104 1 950 20 0.030322601446
10826 8105 4933 1 950 20 0.0343664277367
24574 8106 6313 1 1900 30 0.428662145194
12023 8106 6492 1 950 20 0.796317982061
10528 8106 6447 1 1900 30 0.713074599952
6715 8107 7186 1 950 20 0.845416094896
22522 8107 4779 1 950 20 0.976145287665
6423 8107 7308 1 950 20 0.0244409016462
12744 8108 5912 1 5400 40 0.24382029453
12826 8108 8131 1 5400 40 0.0329314721337
25900 8109 874 1 5400 40 0.269266499217
895 8109 8972 1 5400 40 0.122200507656
25398 8110 3148 1 5400 40 0.555932551055
14058 8110 8094 1 5400 40 0.956007737287
4522 8111 8794 1 950 20 0.242034214198
17409 8111 8525 1 950 20 0.131721933345
25006 8112 6194 1 950 20 0.691492411279
23936 8112 9843 1 950 20 0.273207050458
22888 8112 8188 1 950 20 0.0205834661637
22158 8113 10248 1 950 20 0.0584922587113
25526 8113 9252 1 950 20 1.14566523261
5795 8113 9277 1 950 20 0.0298831592076
15566 8114 8115 1 6900 60 0.14600232123
15586 8115 7521 1 6900 60 2.00394628204
4014 8116 8130 1 5400 40 0.00942719518057
10840 8117 8118 1 950 20 0.0300075107932
18889 8117 7863 1 950 20 0.0501785927257
10824 8118 8105 1 950 20 0.291713155584
4617 8119 8154 1 1900 30 0.0120734899418
24076 8120 10600 1 950 20 2.53043944182
14886 8120 978 1 5400 40 16.8753232931
26796 8120 8156 1 5400 40 3.56181668225
22600 8121 8738 1 950 20 0.698701752697
7017 8121 10746 1 950 20 0.273404485671
6530 8121 3062 1 950 20 0.136539670606
24634 8122 8123 1 5400 40 0.0593421925096
5199 8122 5036 1 5400 40 0.584227260041
24632 8123 4849 1 5400 40 0.0405742046549
10622 8123 8122 1 5400 40 0.0593421925096
12067 8124 1962 1 5400 40 0.621430060936
2885 8124 555 1 5400 40 0.0278226809607
3268 8125 7694 1 5400 40 0.00486087096303
9517 8126 2021 1 6900 60 0.138011243581
10027 8127 5608 1 5400 40 2.06921712855
2898 8127 9230 1 5400 40 0.0579460275966
4613 8128 8132 1 1900 30 0.0204007301069
6611 8129 8557 1 8100 40 0.300587155222
3826 8130 8192 1 5400 40 0.0627843682961
4015 8130 8196 1 5400 40 0.0281128815789
12827 8131 8137 1 5400 40 0.0268318677193
4620 8132 7993 1 1900 30 2.08917988622
4614 8132 5134 1 1900 30 0.021380146533
5145 8133 10079 1 950 20 0.438742394129
28546 8133 7151 1 950 20 0.889125377639
12822 8134 9230 1 5400 40 0.0245605543078
12914 8134 8127 1 5400 40 0.066381042339
5590 8135 10640 1 1900 30 0.0184463854267
22026 8135 1799 1 1900 30 0.00353169245276
28040 8135 3047 1 1900 30 1.00896402752
25750 8136 6500 1 1900 30 0.0126443783955
12960 8136 6181 1 1900 30 0.0426462271939
12821 8137 8134 1 5400 40 0.0170155818653
4012 8140 1021 1 5400 40 0.00936430885242
23318 8141 5450 1 5400 40 0.0371840530303
8014 8141 8147 1 5400 40 0.0853298949945
4612 8142 8128 1 1900 30 0.0228693765822
1506 8142 8807 1 1900 30 0.0429422539362
12801 8143 8146 1 5400 40 0.0426628606113
12385 8144 7583 1 1900 30 0.082236279433
12893 8144 6463 1 1900 30 0.075592206791
23706 8145 10203 1 950 20 0.323686227291
22220 8145 1158 1 950 20 0.405937861333
12898 8146 8233 1 5400 40 0.0421448951122
12802 8146 8242 1 5400 40 0.0212613243201
23316 8147 8141 1 5400 40 0.0853298949945
8561 8147 10502 1 5400 40 0.250536840766
9710 8147 8565 1 8100 40 0.387361584428
18253 8148 2906 1 1900 30 2.2712532932
1510 8148 8119 1 1900 30 0.0384281288664
24870 8149 10425 1 1900 30 0.162095497499
15311 8150 8172 1 8100 40 0.015261327227
6492 8151 8143 1 5400 40 0.0328560310422
14780 8151 1215 1 5400 40 2.83284533056
15341 8152 8150 1 8100 40 0.0800832805458
4298 8153 8595 1 8100 40 0.127412552867
4466 8153 9487 1 8100 40 0.385732427335
4609 8154 8165 1 1900 30 0.0102664006678
15297 8155 8053 1 8100 40 0.28175620826
14888 8156 8120 1 5400 40 3.56181668225
24090 8156 10809 1 950 20 1.02848999109
22570 8156 8175 1 5400 40 1.48548013372
28358 8157 10396 1 5400 40 6.2530016196
17726 8157 5183 1 5400 40 0.0479471614527
7508 8158 8912 1 6900 60 0.333817219823
13181 8159 8572 1 950 20 0.735652688504
26070 8159 9020 1 950 20 0.839748065741
8028 8160 5399 1 5400 40 0.138103231546
11233 8161 1531 1 5400 40 0.00999857461064
15309 8162 4705 1 8100 40 0.0845578328371
4251 8163 1474 1 950 20 0.395586642367
21350 8163 509 1 950 20 0.538047281609
2621 8164 5131 1 950 20 0.0279823477342
20424 8164 7859 1 950 20 0.0409510679636
1545 8164 9102 1 950 20 0.214129737962
4610 8165 5895 1 1900 30 0.0255605788711
4623 8165 5175 1 1900 30 0.816011056592
8065 8166 441 1 5400 40 0.572351196926
22704 8166 5519 1 5400 40 2.14567869395
645 8167 4656 1 1900 30 0.0305604299805
19474 8167 5512 1 1900 30 0.0305178962927
10570 8167 10605 1 1900 30 0.581254217311
23384 8168 10177 1 1900 30 0.211265707359
8179 8168 1830 1 1900 30 0.277721619922
10439 8168 6518 1 950 20 1.48961740007
23470 8169 435 1 1900 30 0.50571129089
22300 8169 6316 1 1900 30 0.0253162003489
15308 8170 8162 1 8100 40 0.00807183431764
13307 8171 10515 1 5400 40 0.498564451694
25974 8171 1413 1 5400 40 0.147080164212
10832 8171 7606 1 1900 30 0.460250370976
15312 8172 8170 1 8100 40 0.0215605747246
15330 8172 7971 1 8100 40 0.47762924075
6820 8173 7114 1 6900 60 0.225588000904
8786 8174 8180 1 5400 40 0.29662659308
6499 8175 8156 1 5400 40 1.48548013372
22572 8175 326 1 5400 40 0.0197432284055
15305 8176 8152 1 8100 40 0.0764338018753
4033 8177 8186 1 5400 40 0.0346025577594
4067 8177 8098 1 5400 40 0.0815941217458
27914 8178 7436 1 950 20 1.10942943172
25350 8178 5342 1 950 20 1.13056323363
4036 8180 8484 1 1900 30 0.0308662309229
8787 8180 8509 1 5400 40 0.771877830411
6823 8181 9381 1 950 20 0.0911190454841
22790 8181 9383 1 950 20 0.151264513754
14675 8182 4701 1 1900 30 0.0158530276032
18582 8183 8042 1 6900 60 1.64116779751
17783 8184 1437 1 1900 30 0.437671223577
4803 8185 8651 1 1900 30 0.382934916148
1577 8185 8293 1 5400 40 0.487222604541
4034 8186 8262 1 5400 40 0.0115507624464
8019 8187 5203 1 5400 40 0.151505299297
7029 8188 8112 1 950 20 0.0205834661637
7025 8188 9004 1 950 20 0.189028532797
23204 8189 9161 1 950 20 0.0950287120552
23190 8189 10515 1 5400 40 0.263612195468
7776 8189 5326 1 5400 40 0.032260168839
6730 8189 475 1 1900 30 0.0134950487958
13636 8190 1344 1 950 20 0.028620291593
16036 8190 1374 1 950 20 0.0626723573794
1496 8191 3931 1 5400 40 1.06724852708
4357 8191 8212 1 5400 40 0.0293063897216
3815 8192 8306 1 5400 40 0.101662557572
14405 8193 7408 1 1900 30 0.371199067123
10698 8194 9163 1 1900 30 0.42548479138
12981 8194 8204 1 5400 40 0.0234525874723
21656 8195 4489 1 5400 40 0.0451170523711
4919 8195 8651 1 5400 40 0.0180982842819
8066 8195 4391 1 5400 40 0.164282892712
4010 8196 5442 1 5400 40 0.0282462948748
12980 8197 8194 1 5400 40 0.76654918703
15040 8197 5594 1 1900 30 0.0110835352878
15249 8199 2618 1 950 20 0.93599784745
15237 8199 4967 1 950 20 0.0160911210503
9439 8200 8203 1 1900 30 0.00493086024364
18530 8201 7962 1 1900 30 0.0356839900901
12979 8202 8197 1 5400 40 0.0227999036862
9440 8203 4158 1 1900 30 0.0048551792488
16911 8203 70 1 1900 30 0.0368202611273
17611 8204 8160 1 5400 40 0.389560852886
4038 8204 8180 1 1900 30 0.0271238824486
4810 8205 6186 1 6900 60 0.467833412211
17515 8206 2080 1 5400 40 2.42247244065
28254 8206 5586 1 5400 40 1.54549154446
18503 8207 4209 1 1900 30 0.0307667759447
4548 8207 8667 1 1900 30 0.457177301472
82 8208 3321 1 1900 30 0.266381418754
12497 8209 5193 1 950 20 0.0242052495406
12502 8209 4484 1 950 20 0.0424319664381
21324 8210 6664 1 5400 40 1.80220715743
4356 8210 8191 1 5400 40 0.0351951122291
27224 8211 5432 1 5400 40 0.0331017271244
363 8211 4150 1 5400 40 0.708241895046
24426 8212 761 1 5400 40 0.0190424495127
4358 8212 8210 1 5400 40 0.0293627396883
14953 8213 3335 1 1900 30 0.0564286356128
9087 8214 9882 1 5400 40 0.162927584421
10094 8214 8082 1 5400 40 0.0188468538527
4930 8215 3138 1 1900 30 0.0958484493931
4912 8215 8627 1 1900 30 0.163348224741
12436 8216 551 1 8100 40 0.0264592579667
3054 8217 1331 1 1900 30 0.0463395935747
28110 8217 4294 1 1900 30 2.67714739385
20600 8217 1287 1 1900 30 0.076663950848
8339 8218 8223 1 6900 60 0.0373901156055
8337 8219 8220 1 6900 60 0.0363974755946
11607 8220 10415 1 6900 60 0.922828446285
5582 8221 3 1 1900 30 0.674298912167
26406 8221 5603 1 1900 30 1.11356776436
6307 8222 10290 1 5400 40 0.052876827913
22448 8222 8229 1 5400 40 0.0466379738849
11614 8223 10316 1 6900 60 0.244387050794
12974 8224 8508 1 5400 40 0.736084984191
3264 8225 7960 1 5400 40 0.00306054517692
14582 8226 5022 1 5400 40 1.78815216605
14958 8227 10808 1 5400 40 0.335208929744
6566 8228 8232 1 950 20 0.379876946645
6575 8228 4584 1 950 20 0.0785043441305
