eid,source,target,EdgeBetweennessCentrality
4778,2801,15784,391174.
46583,2802,14728,0.
27186,2802,14726,98281.
27066,2802,2783,8780.
5485,2803,3386,88043.
34555,2803,2852,13077.
35543,2803,18310,116154.
6942,2804,686,172035.
26980,2805,5104,104242.
44019,2805,4842,113964.
25877,2806,14722,9.730469e6
22534,2806,3991,5.310175e6
26633,2807,12824,17887.
46273,2807,12806,64.
9956,2809,15537,226822.
40163,2809,7169,250457.
3684,2810,2787,187556.
3682,2811,2854,184719.
41699,2812,2273,501868.
9314,2812,14090,105066.
12883,2813,12559,1.52837e7
7301,2814,4944,45466.
42235,2814,13432,48425.
43117,2814,9849,213.
8839,2815,14560,521911.
1795,2816,7000,63947.
21225,2816,16702,1957.
32563,2817,6755,593994.
16321,2818,11188,992368.
3783,2819,12048,894358.
9650,2820,14225,3.002853e6
18993,2821,18161,912666.
28018,2821,2069,848970.
28015,2822,17571,2.061206e6
41915,2822,18037,1.894766e6
7707,2823,3142,17898.
20914,2824,6724,2.921882e6
40453,2825,3024,29896.
40445,2825,7652,0.
15439,2825,10887,9712.
3708,2826,2840,25396.
34581,2826,18060,8510.
40587,2827,18354,37365.
15688,2827,3331,56555.
40439,2827,10887,19849.
3681,2828,2811,144170.
16628,2829,6824,64166.
35183,2829,2830,73496.
35185,2830,12002,57182.
4812,2830,2829,48124.
27868,2831,2193,45601.
29987,2831,15596,27331.
27703,2832,3065,302353.
9543,2833,12233,1.096722e6
28020,2833,2822,1.930843e6
18488,2834,8080,40531.
43473,2834,4995,58962.
38397,2835,3049,4242.
11261,2835,8851,22103.
21294,2836,6777,1.862658e6
43663,2836,6802,719482.
21309,2836,6745,1.856939e6
31622,2837,6466,1.778846e7
3766,2838,12344,230657.
46597,2838,16965,18202.
25975,2839,16889,83672.
11051,2839,2742,54547.
34579,2840,2826,25818.
3706,2840,13395,1010.
3680,2840,2852,41448.
41301,2841,7632,3202.
25207,2841,3579,36095.
10432,2842,696,1.437469e6
13363,2842,3597,84062.
39443,2842,3589,374.
25304,2843,2811,40823.
3691,2843,3348,23777.
34567,2843,16718,82.
14254,2844,4236,5.083936e6
1413,2845,3517,17889.
27506,2846,2861,263004.
2069,2847,17126,1.471534e6
41653,2848,15744,36325.
17541,2848,5346,62460.
24055,2848,13962,396354.
1441,2849,2851,195652.
22002,2850,120,25132.
47535,2850,16446,36163.
1442,2851,2856,197244.
33443,2851,2894,210554.
34559,2852,2840,42187.
10333,2852,13395,18392.
37905,2852,13379,73559.
3676,2852,2803,12266.
33819,2853,5346,53666.
3683,2854,2810,4558.
3693,2854,2883,197389.
37605,2855,778,17889.
24950,2856,7099,140575.
1443,2856,17141,197128.
5360,2857,2070,951252.
25981,2858,2613,17889.
39877,2860,3915,17889.
27511,2861,2862,262730.
27513,2862,4767,262456.
23941,2864,18001,2.177595e6
28644,2864,14460,1.2292791e7
10800,2865,291,1.069607e6
31145,2865,7095,37713.
48711,2866,2787,615.
3712,2866,18060,25312.
3674,2866,2878,41133.
13260,2867,4637,576544.
13214,2867,7814,582855.
39061,2868,15833,72640.
34027,2868,4690,107304.
2547,2868,15815,18163.
30183,2869,17240,907894.
3516,2870,16991,2.389348e6
13838,2871,1065,108245.
24411,2872,2824,2.922156e6
7141,2873,16976,2.207141e6
3487,2874,6703,1.357382e6
11430,2875,11549,727837.
8405,2876,1728,111790.
24445,2876,626,327765.
42527,2877,14714,89425.
18160,2877,14740,72640.
3686,2878,16718,186496.
3733,2879,8236,182148.
34607,2879,13804,36395.
36873,2880,9792,48801.
32433,2880,9939,102369.
10719,2881,2884,147224.
30231,2881,87,490.
3735,2882,16965,195988.
21950,2883,2810,183272.
34565,2883,2854,17502.
3678,2883,7279,213970.
1229,2884,3609,164359.
33969,2886,4624,970842.
2456,2886,13579,437967.
15437,2886,9099,72940.
1449,2887,2888,245082.
1450,2888,2889,1222.
33445,2888,2899,261363.
1458,2889,2899,17459.
1451,2889,2894,247496.
14376,2890,8068,4.420996e6
47987,2891,12140,17934.
23689,2893,7568,543.
47327,2893,10345,40266.
1454,2894,2851,212420.
1452,2894,2887,245356.
3631,2896,17803,43.
15138,2896,2175,169954.
11718,2897,6298,593747.
27442,2897,6804,289959.
25580,2898,3691,409754.
45903,2898,12934,385304.
1456,2899,2888,17777.
33447,2899,2889,264007.
33449,2899,17042,295908.
24939,2900,3954,226419.
45479,2900,9343,51391.
10761,2901,12873,5.070366e6
21009,2901,196,303625.
22440,2903,2904,2.980713e6
5134,2904,3107,1.641522e6
29918,2904,3100,1.338917e6
7724,2905,3590,1.994033e6
16727,2906,1328,3.
47791,2906,9917,36324.
46255,2906,16783,53658.
41223,2907,15856,33052.
16798,2907,15854,2549.
2368,2908,2912,792294.
179,2908,17042,316894.
9357,2910,16821,3.876437e6
1461,2912,13781,731937.
38909,2912,16862,809590.
5603,2915,10260,1.858896e6
7662,2915,3572,1.835359e6
13674,2916,14003,235864.
19324,2917,2920,307375.
42649,2917,15508,336919.
21109,2918,263,6.403022e6
14678,2919,16840,18355.
40119,2919,6141,4547.
40109,2919,9807,37691.
42647,2920,2917,321988.
15664,2920,12606,292168.
4788,2921,16191,149879.
2017,2922,2933,3.762984e6
39801,2922,17205,3.990896e6
21255,2923,14372,45236.
14320,2923,5111,354007.
44499,2924,8865,2.922548e6
17899,2924,17623,1.446954e6
23017,2924,1999,1.260958e6
13433,2925,16412,104318.
39527,2925,2668,138912.
6091,2926,8905,2.967431e6
17910,2926,7806,108167.
42439,2927,2928,69244.
1793,2927,7166,54421.
42443,2928,8926,87125.
18948,2928,2927,72578.
33799,2929,2930,1554.
27035,2929,3582,119357.
2149,2930,2929,118190.
33801,2930,12461,133307.
42813,2931,15968,18163.
19645,2931,12362,54483.
41741,2931,1805,89425.
16142,2932,18347,35776.
40863,2932,5956,18163.
16175,2932,8347,0.
13969,2933,12368,3.778062e6
33735,2933,2922,4.006237e6
32210,2934,12461,1694.
2153,2934,17565,100687.
48921,2934,2935,17836.
48923,2935,2936,214542.
32212,2935,2934,3598.
2152,2936,4689,18163.
48925,2936,3582,228986.
32214,2936,2935,16633.
9254,2937,4473,18163.
6634,2937,13549,35776.
8130,2938,13601,19730.
17961,2938,3388,54272.
43607,2939,5896,187620.
42433,2939,11361,202922.
18939,2939,7076,163187.
2162,2940,2945,329885.
32199,2940,2930,232383.
11460,2941,2544,79365.
38497,2941,2547,652608.
177,2941,3077,581196.
22601,2942,15837,53703.
22614,2942,3110,419359.
44271,2942,15839,17714.
4844,2943,2970,2.222058e6
4834,2943,12171,28766.
42425,2944,7153,146.
18943,2944,11361,152317.
2160,2945,2946,346491.
33807,2945,2940,249093.
33805,2946,2945,265973.
15244,2946,3561,363110.
12223,2948,10714,89169.
9335,2949,4154,1.743362e6
31534,2950,3618,89415.
23659,2950,444,72645.
3462,2951,627,1.728097e6
44247,2952,14779,175551.
22556,2952,9700,26405.
3456,2953,10352,1.759167e6
862,2953,2177,8.
26857,2954,12756,436916.
21325,2955,2960,41252.
3459,2955,2958,1.955612e6
4801,2956,16391,25259.
47111,2956,17391,226208.
9641,2957,15840,17889.
3460,2958,3768,2.003106e6
22085,2959,14139,1.515584e6
17689,2960,14280,23095.
3497,2960,2958,47768.
7978,2961,13877,551484.
29893,2962,3125,9.514843e6
36087,2963,1786,120885.
188,2963,3395,7672.
6557,2963,4140,108596.
22450,2964,3107,1.0419056e7
28696,2965,1152,1.5645659e7
7805,2966,18035,36051.
29894,2967,2962,9.515117e6
30187,2968,6601,53664.
12863,2969,9786,121954.
39543,2969,9867,149750.
11223,2970,2978,215998.
4845,2970,2253,2.005786e6
31297,2971,5935,50931.
32143,2971,10639,21932.
32146,2972,3266,61511.
22782,2974,14531,66271.
34487,2974,2990,64041.
13590,2975,12193,125187.
25764,2976,3675,371609.
4846,2978,2980,215724.
12582,2979,15888,34077.
31581,2979,6842,116427.
39057,2979,15639,154668.
4847,2980,3523,215450.
18510,2981,256,2.150295e6
42459,2982,12208,536935.
18981,2982,3035,510343.
18975,2982,16830,76478.
27483,2983,10962,627221.
11143,2984,13520,1.524827e6
27481,2985,17077,700785.
32587,2986,2989,1.933181e6
23320,2987,12208,68717.
31809,2987,12209,8068.
24443,2988,3022,17889.
32593,2989,8209,1.932907e6
3510,2990,2974,48394.
33205,2990,2991,51695.
868,2991,2994,42174.
860,2991,2990,36322.
31421,2992,4551,612555.
21619,2993,5315,188288.
25004,2993,10675,30218.
870,2994,15684,32996.
33211,2994,2991,27075.
44751,2995,14378,112436.
23591,2995,2997,349996.
44837,2996,3114,106440.
36669,2996,7371,51871.
23753,2996,3044,247535.
44747,2997,2995,112672.
26744,2997,17844,349967.
7890,2999,7253,53661.
37259,2999,3022,36324.
26250,3000,13900,2.732841e6
19071,3001,11976,213145.
23738,3001,3003,118004.
23614,3002,3003,119456.
12793,3002,11406,513366.
23615,3003,11976,115549.
23739,3003,16007,121637.
43673,3004,6777,24758.
30273,3004,8675,2.61542e6
21304,3004,6815,366877.
17901,3005,13129,105970.
42021,3005,17587,109008.
39861,3006,15347,17889.
4114,3007,13951,105151.
32951,3008,3012,1.107406e6
419,3008,3014,53486.
9367,3009,16600,20609.
24313,3009,3928,62748.
415,3010,3033,460.
32947,3010,3014,1.437011e6
29750,3011,373,71056.
47741,3011,10166,12127.
421,3012,3008,234.
32943,3012,3033,282897.
2046,3012,16970,825846.
7808,3013,2965,971303.
32949,3014,3008,15.
417,3014,3010,18145.
18302,3014,12235,1.472063e6
6878,3015,16704,124458.
6791,3015,6037,168371.
29037,3016,16685,3.210321e6
11346,3017,5775,55910.
26621,3017,12229,23967.
38437,3017,8487,255572.
6873,3018,3020,866432.
6782,3020,16761,232587.
6874,3020,3031,633571.
45221,3022,2988,18163.
9033,3022,2999,35776.
7184,3023,9148,96146.
15441,3024,2825,27827.
37493,3024,13579,310643.
9570,3024,10572,284194.
11599,3025,5770,1.182003e6
7492,3025,7803,505409.
28985,3026,13705,680770.
17284,3026,3043,592890.
10926,3027,3028,541629.
9653,3027,8247,4594.
10949,3028,3059,427061.
10927,3028,18061,114294.
18707,3030,5240,178824.
6875,3031,18115,1.050946e6
38729,3032,18034,107304.
7909,3032,7395,90795.
32945,3033,3010,35314.
413,3033,3012,1845.
5338,3033,7190,247372.
20824,3034,10814,17889.
18989,3035,12720,528093.
42457,3035,2982,624116.
38731,3036,18034,7.
11912,3036,14694,17882.
16580,3037,12720,1.
41089,3037,3039,79.
18986,3037,18063,652760.
38219,3038,3040,15335.
10937,3038,7401,600582.
3778,3038,16079,498253.
41091,3039,12722,732667.
16582,3039,3037,107571.
38221,3040,3048,8478.
10939,3040,3038,595801.
2185,3041,14563,586099.
30431,3041,3124,159005.
10931,3042,3048,15335.
38213,3042,3043,35773.
38223,3042,5397,18163.
38215,3043,7401,585214.
10933,3043,3042,46005.
44835,3044,2996,176312.
43419,3044,2245,265385.
15590,3045,3645,815354.
34665,3045,17638,838668.
28926,3046,7362,1.644062e6
41613,3046,9534,1.578871e6
24859,3047,6873,7.49563e6
10941,3048,3040,17888.
38211,3048,3042,5651.
36675,3049,4192,13688.
11274,3049,2835,4826.
25774,3050,8671,1.7317107e7
10923,3051,18154,616858.
6881,3052,3061,1.041237e6
3905,3053,15317,1.248417e6
46061,3053,494,1.28304e6
2741,3054,1898,894809.
10925,3055,3027,542411.
22539,3056,16265,3.01751e6
7318,3056,13797,5.892103e6
7901,3057,13108,231726.
7897,3057,1159,101847.
16916,3058,13955,1.187921e6
10943,3059,18080,913607.
12874,3060,12726,299962.
6882,3061,13394,1.002588e6
26174,3061,12842,38375.
45253,3062,6809,261532.
24526,3062,6106,287326.
26611,3062,6697,403354.
5987,3063,17326,164197.
12915,3063,16839,587735.
32035,3064,13394,6321.
6954,3064,3013,29442.
17785,3065,3758,130260.
27704,3065,16919,171819.
10945,3066,18020,916255.
1553,3067,17311,328696.
29401,3067,12079,252655.
29399,3068,18257,1.50907e6
47571,3068,16903,1.611143e6
11585,3069,9576,84993.
12559,3069,14635,1.165644e6
31583,3070,5179,54483.
20008,3070,10325,71544.
36073,3071,3633,288.
6543,3071,3492,61068.
226,3071,3391,3748.
14724,3072,3564,7.863839e6
20194,3073,4153,355.
34795,3073,14583,60448.
34799,3074,13649,166353.
4109,3074,14583,36656.
4113,3075,13649,58359.
31440,3075,9434,141607.
28684,3076,5730,60142.
47291,3076,10924,75293.
4444,3077,15824,116799.
32819,3077,2941,508713.
34993,3077,10605,708846.
44359,3078,3586,112040.
3204,3078,4133,40172.
22754,3078,3583,16016.
40201,3079,15018,50030.
2446,3079,3085,52770.
27812,3080,17656,2.781601e6
2079,3081,11868,1.249809e6
18890,3082,1420,1.1233961e7
16777,3083,17217,925006.
6445,3083,2148,429162.
18888,3084,3082,1.1234235e7
13294,3085,6976,70584.
33959,3085,3079,67815.
9791,3086,18249,1.077119e6
19541,3086,5417,115475.
11648,3087,6529,231561.
11931,3089,14721,459812.
14896,3090,11539,310291.
26623,3090,8711,164544.
13910,3091,17104,277435.
19014,3091,3095,81728.
24429,3092,11427,701039.
10356,3093,4848,18163.
37917,3093,481,18165.
46607,3093,4929,35772.
24092,3094,8504,109259.
24118,3095,3105,151878.
19590,3096,12278,173107.
6790,3097,3128,478720.
11013,3097,14803,94781.
28841,3099,18208,1.355554e6
29919,3100,2967,9.515391e6
29934,3101,1064,118379.
32442,3101,1072,501135.
23984,3103,2449,18640.
7720,3104,11913,748747.
21794,3104,3537,179812.
3083,3105,4654,151604.
2840,3106,15170,18706.
14933,3106,15018,24430.
40205,3106,61,57889.
22451,3107,9738,1.2060304e7
30910,3108,7277,36324.
15888,3108,175,53661.
46247,3109,5360,2.064659e6
29436,3109,503,1.535081e6
29432,3110,17981,402759.
22615,3110,15839,364632.
27735,3111,12408,1.584271e6
5424,3111,10698,2.66204e6
44015,3112,6368,18163.
42513,3112,669,53661.
21284,3112,10789,18163.
21791,3113,3410,716133.
47215,3114,4616,88299.
23755,3114,2996,104618.
2071,3115,3313,123623.
30429,3115,3124,533324.
9329,3116,5564,2.051001e6
7726,3117,3602,2.104066e6
41433,3117,13175,1.565185e6
39221,3118,3281,1.424155e6
12975,3118,15210,246649.
2119,3119,4569,2.172568e6
25638,3119,8791,52758.
12135,3120,6961,330968.
38839,3120,3122,290536.
27839,3121,5446,638269.
12137,3122,3120,2207.
19028,3122,3129,324133.
38841,3122,3123,92800.
38843,3123,1520,74719.
19026,3123,3129,36924.
12139,3123,3122,2187.
48019,3124,3041,550758.
29323,3124,3115,141306.
29964,3125,14276,9.514569e6
11785,3126,3130,360233.
38667,3126,3132,35.
20224,3126,3471,342322.
21870,3127,3136,123699.
43913,3127,15302,93507.
29061,3128,14690,542843.
19027,3129,11485,360783.
38665,3130,3126,360378.
11789,3130,3342,18163.
11783,3130,17030,395871.
8918,3131,3161,22970.
36205,3131,17627,41798.
38661,3132,17030,17855.
11787,3132,3126,34.
42193,3133,4129,53072.
25164,3133,3134,913584.
42183,3134,5988,26509.
25165,3134,17614,896335.
43909,3135,3136,8029.
41813,3135,16846,747647.
17845,3135,3159,996143.
21866,3136,3159,119520.
21868,3136,3135,4560.
43911,3136,3127,7374.
28456,3137,4616,68882.
12229,3137,451,18163.
39767,3137,654,33880.
27510,3138,3139,307655.
27507,3139,3154,307381.
41809,3140,3159,775788.
17841,3140,12796,1.146829e6
21865,3140,3127,120648.
29438,3141,509,1.390483e6
7708,3142,3209,90248.
21632,3142,2537,36324.
19197,3143,7101,183993.
16363,3143,526,2296.
24381,3144,16427,870793.
36639,3145,18152,86330.
14194,3145,2423,92087.
14267,3146,603,1714.
1350,3146,3823,68647.
7784,3147,12035,902323.
22643,3148,15881,2.543051e6
22655,3148,15898,1.769007e6
23269,3149,3153,600696.
21680,3150,6354,195926.
18387,3151,16019,744749.
19044,3152,8826,27291.
13845,3152,8827,628057.
1203,3153,1812,498726.
23270,3153,3156,101696.
27509,3154,6841,307107.
31893,3155,6207,911253.
23271,3156,3183,644833.
9526,3157,4433,2.19597e6
23527,3157,9466,37996.
39637,3157,590,2.
30586,3158,13747,10488.
36401,3158,6461,1.887905e6
17843,3159,3140,1.13166e6
41811,3159,3135,759517.
41949,3160,3659,1.060277e6
18152,3160,2799,1.222074e6
8871,3161,14114,11397.
37179,3161,3131,30363.
36171,3162,3620,9949.
33895,3162,550,18163.
6785,3162,5551,37206.
45071,3163,8031,1.37005e6
28969,3163,12399,1.60195e6
3056,3164,6337,103545.
22118,3164,394,194780.
24462,3165,4304,1.650724e6
24472,3165,9927,60844.
22645,3167,10348,18163.
44297,3167,10250,2450.
22656,3167,15900,1.846679e6
16362,3168,3143,186563.
45561,3169,346,22722.
2499,3169,5675,38443.
19659,3170,6825,126654.
19661,3170,1678,88821.
16972,3171,2010,17889.
12953,3172,3244,1.126934e6
39011,3172,8759,1.233137e6
3154,3173,1920,200038.
31960,3173,2531,88666.
19181,3174,2666,55812.
30524,3174,6605,617993.
43105,3175,13265,53661.
20186,3175,18109,36324.
22374,3176,9369,7.405451e6
22370,3177,2053,7.063696e6
6387,3178,3193,17886.
35967,3178,10109,2.
27429,3178,3246,18163.
25645,3179,17329,17665.
21006,3179,14453,428991.
29272,3180,11065,69216.
26677,3180,9803,31878.
47525,3180,3295,67073.
21878,3181,3292,35.
42003,3181,3295,17918.
8695,3182,2757,17889.
23267,3183,3187,644559.
35961,3184,14204,53658.
6391,3184,10109,18163.
7716,3185,11913,24056.
2378,3186,14614,265470.
26476,3186,3207,690970.
10461,3187,1795,627072.
23268,3187,3149,17213.
22649,3188,10250,1.800048e6
22654,3188,3148,2.558792e6
44301,3188,15898,16997.
33867,3189,11408,106055.
30876,3189,17160,1.771728e6
4669,3189,12836,1.588336e6
7165,3190,569,26918.
7417,3190,14298,780449.
22565,3192,13544,302865.
20444,3192,5457,617098.
35965,3193,3178,36320.
6385,3193,14204,91125.
10760,3194,2901,5.374265e6
14878,3195,2213,8.506837e6
38379,3196,18253,53661.
11249,3196,15822,36324.
33189,3197,17210,18163.
832,3197,3236,35776.
3760,3198,3200,163375.
3759,3198,3202,28043.
12989,3199,1304,1.215171e6
40897,3199,11110,1.323024e6
3757,3200,3202,22901.
34211,3200,3206,153223.
46197,3201,3212,879792.
26503,3201,17213,120557.
3758,3202,13103,50670.
7168,3203,3211,1.411844e6
44945,3203,3204,4.
48025,3204,10504,20083.
23946,3204,3203,1.002254e6
19596,3205,16964,159804.
38641,3205,12159,217482.
2928,3206,3200,13023.
44365,3206,166,143149.
29440,3207,520,1.773897e6
46179,3207,3186,283254.
7163,3208,420,217676.
7709,3209,11771,125750.
21060,3210,6512,80037.
8725,3210,681,3717.
7169,3211,3208,217950.
2880,3211,10505,1.19362e6
26505,3212,3201,22525.
46185,3212,3213,1119.
2009,3212,1598,913552.
46187,3213,4379,337417.
26493,3213,3212,57678.
37277,3214,2681,52637.
9069,3214,8706,69859.
9076,3214,2690,0.
9065,3214,3262,17891.
15620,3215,18196,239078.
11886,3215,12926,464028.
46191,3216,3217,1559.
26497,3216,4379,121705.
32189,3216,4796,325783.
26499,3217,3216,137790.
46537,3217,4796,148491.
46193,3217,17213,991156.
4413,3218,7241,43885.
46959,3218,4356,59681.
48909,3219,10505,573594.
32186,3219,4796,1.160259e6
39775,3220,745,1061.
7173,3220,3219,67348.
42055,3221,865,12422.
18192,3221,3292,15459.
2653,3222,8882,7.892948e6
23814,3224,6843,168262.
10635,3225,16403,17889.
12979,3226,3281,333491.
39225,3226,3310,1.377448e6
10679,3227,12903,1.110974e6
11574,3228,3682,17783.
38555,3228,3671,1.255904e6
31093,3229,3216,17450.
35435,3229,4379,47643.
9498,3229,14517,127530.
17921,3230,11483,2171.
41855,3230,18068,406117.
39121,3231,4776,2.286801e6
1129,3231,1425,2.176079e6
11653,3232,5306,187280.
11651,3232,10439,95398.
13182,3233,1288,154421.
39355,3233,826,73372.
23011,3234,498,80076.
44501,3234,3243,97083.
46415,3235,15827,420022.
26897,3235,10407,2.542775e6
33185,3236,3197,36324.
11035,3236,17398,53661.
2324,3237,17055,212301.
24463,3237,3087,94258.
328,3238,11948,36089.
46047,3238,3239,18439.
46041,3239,1397,299.
26163,3239,3238,18225.
22672,3240,15901,3.029921e6
44315,3240,15943,2.230963e6
32038,3241,5728,214724.
321,3242,1339,3.02526e6
23021,3243,3234,60150.
31670,3243,3074,96452.
22319,3244,11115,5202.
44127,3244,292,1.15635e6
12850,3245,18284,2.507495e6
27428,3246,10109,17889.
22627,3247,15859,0.
44283,3247,15861,17889.
40299,3248,9035,10004.
15170,3248,16221,9700.
13238,3249,3259,2.5515722e7
17,3250,3265,90466.
1471,3250,18419,185189.
38337,3251,3256,124163.
11180,3251,10627,99109.
25453,3251,9262,54306.
47737,3252,8880,222474.
29733,3252,358,71682.
41605,3253,14964,882467.
27473,3253,15166,786893.
36497,3254,11698,1.707956e6
5586,3254,3708,1.66048e6
1831,3255,3273,231314.
33635,3255,5421,256950.
12447,3256,8002,141912.
11182,3256,3251,171374.
41753,3257,1395,313549.
6201,3257,12573,301009.
24046,3258,6677,260241.
37847,3258,6871,181063.
13298,3259,12343,2.5515448e7
41163,3260,3264,18055.
41161,3260,15531,33987.
25562,3261,10224,1915.
25648,3261,7606,258548.
2902,3262,8706,2.368266e6
37271,3262,3214,530.
16683,3264,4004,24865.
16689,3264,3260,40788.
32731,3265,3250,167317.
15,3265,9221,54282.
42005,3265,9205,18094.
28754,3266,4081,61237.
30028,3267,3414,174137.
36817,3267,9887,18163.
42875,3269,16585,35776.
13491,3269,17206,18163.
6230,3270,2171,423295.
6237,3270,2165,129545.
6284,3271,18195,1.159269e6
34779,3271,10855,1.02144e6
38571,3272,15954,2.794176e6
4606,3272,15925,2.698383e6
1755,3273,3359,233881.
1829,3273,13318,32317.
33641,3273,3255,253141.
12777,3274,12450,1.0179156e7
15974,3275,14307,533668.
7124,3275,13982,636956.
12564,3276,16480,14696.
1425,3276,13109,703928.
35461,3277,3305,40024.
35449,3277,8530,240011.
5304,3277,3298,207228.
42333,3278,11720,199683.
12984,3278,3118,214536.
9616,3279,7069,18163.
37527,3279,14281,53643.
7369,3279,9093,18163.
43003,3279,14335,18.
30235,3280,7778,124162.
30017,3280,9871,1.708058e6
39223,3281,3226,2587.
12977,3281,3118,237260.
12482,3281,15159,1.517525e6
5308,3283,3305,32704.
35457,3283,3298,17379.
10242,3286,1160,33923.
46063,3286,3577,17814.
48365,3287,5112,1.570159e6
21231,3287,6924,1.525141e6
21160,3287,7197,381513.
3700,3290,5489,34833.
34573,3290,3386,70403.
9309,3290,3308,18558.
37023,3291,4044,36324.
8656,3291,10694,53655.
41991,3292,3221,12617.
18190,3292,11590,28301.
43917,3292,3181,35.
15550,3293,3776,186473.
40507,3293,11567,35316.
1949,3294,10939,1.086201e6
29274,3295,3180,66089.
18207,3295,3181,18192.
42031,3295,16023,40802.
29336,3296,18380,10671.
10735,3296,12702,145743.
47547,3296,18383,7293.
5302,3298,3283,48090.
35459,3298,3277,192036.
41535,3298,4838,173253.
21377,3299,8384,1.0017576e7
771,3300,13856,127360.
34347,3301,531,35776.
21770,3301,5735,18163.
36541,3302,6865,3712.
12143,3302,16851,36068.
773,3303,3304,110507.
774,3304,13941,89670.
26737,3304,13837,20564.
35463,3305,3283,2267.
1871,3305,5693,57354.
5306,3305,3277,32903.
45135,3306,15388,54211.
41833,3307,13139,78421.
17879,3307,4,165019.
29262,3307,3327,116282.
37393,3308,3290,18362.
27696,3308,3348,992.
6547,3309,3633,20593.
36077,3309,3362,1687.
46091,3309,1730,162202.
26257,3309,7513,56950.
39227,3310,13201,1.344969e6
12981,3310,3226,64742.
12987,3310,15155,24363.
41043,3311,17378,18138.
16474,3311,14718,90809.
21254,3311,18246,476557.
35999,3312,2182,1.546832e6
12511,3312,15159,1.658749e6
33775,3313,3115,515915.
2280,3313,13285,105967.
10814,3314,10716,1.846046e6
38151,3314,10780,1.351242e6
22314,3314,6861,1284.
44589,3315,3316,72640.
23211,3315,3317,89425.
44587,3316,14081,54483.
23209,3316,3315,71544.
23216,3317,4938,701656.
36107,3318,3656,20504.
170,3318,3621,12375.
6577,3318,3454,51748.
32861,3319,3364,189174.
36083,3319,4140,246993.
6553,3319,3365,550130.
16150,3320,3376,108.
195,3320,1786,71429.
40871,3320,4471,48873.
12859,3321,12110,1.636628e6
7294,3321,12095,70882.
45905,3322,3347,22642.
45915,3322,16747,58021.
11753,3323,8772,253424.
47867,3324,17726,36624.
10670,3324,10495,53762.
7293,3325,7778,1.565294e6
43623,3326,12592,2.062844e6
21168,3326,4235,1.935379e6
47519,3327,3307,67470.
29260,3327,2236,99984.
31818,3328,14603,188323.
31728,3329,18235,29.
30888,3329,11349,818355.
3326,3330,12800,604774.
40585,3331,2827,60398.
15686,3331,3332,7621.
11737,3331,965,52581.
40583,3332,3331,14185.
11768,3332,965,21982.
15684,3332,13493,788.
2890,3333,16239,58879.
7139,3334,3113,716407.
11557,3336,17120,64607.
2895,3336,3548,0.
14075,3337,1250,127099.
39823,3337,3338,143056.
14081,3338,3337,145248.
39235,3338,11071,160929.
45937,3339,12113,295593.
43755,3339,7621,29037.
25853,3339,5237,509921.
42401,3340,12712,196669.
14062,3340,11071,181540.
45919,3341,16747,17889.
38669,3342,3130,17889.
4082,3343,4326,191861.
20677,3344,11004,125749.
40435,3345,9160,576987.
15418,3345,1682,269665.
15401,3346,1534,1.469749e6
25812,3347,3322,70632.
45921,3347,2236,35832.
3689,3348,5489,6102.
34563,3348,2843,23096.
46863,3348,3308,1070.
222,3350,4144,20470.
32851,3350,3391,14144.
32855,3350,3431,22506.
15432,3351,6224,1.133353e6
15404,3351,3413,4492.
38301,3352,5924,122977.
11110,3352,943,76734.
29797,3353,10940,2.216243e6
25500,3354,5157,2.387657e6
9434,3354,14526,471361.
5318,3356,771,35798.
38865,3356,13815,18162.
15406,3357,3358,69236.
15407,3358,3361,4340.
15467,3358,2249,569242.
33593,3359,3273,280783.
18714,3359,5219,248975.
6361,3360,16056,1.685604e6
30246,3360,3378,3030.
15408,3361,3397,890452.
44643,3362,7513,502435.
23348,3362,12650,422216.
6549,3362,3309,4774.
2114,3363,3366,91301.
40867,3364,3376,13020.
40841,3364,3454,167633.
234,3364,3319,268687.
24505,3365,4122,613185.
33431,3365,3517,44201.
36081,3365,3319,452491.
47395,3366,12081,72867.
10428,3366,11706,18163.
40961,3367,208,36218.
29982,3367,1794,49170.
6467,3368,5936,225518.
36019,3368,5337,282248.
42903,3368,6662,34980.
17165,3369,6162,523151.
41401,3369,3515,406628.
9717,3369,1407,131918.
28446,3370,7658,224141.
12654,3371,3379,381797.
6989,3371,16484,265686.
29958,3372,17851,2.013461e6
44317,3373,15933,214275.
22691,3373,14782,3.0792e6
212,3374,4140,143764.
32823,3374,3395,58627.
32843,3374,3492,40309.
20220,3375,78,306162.
43135,3375,3471,324647.
32845,3376,3496,4558.
40869,3376,3320,106.
16148,3376,3364,13332.
29985,3377,8912,2.146417e6
27387,3377,3372,2.008673e6
30239,3378,7775,1.832768e6
26173,3379,7390,561377.
41533,3380,10857,147316.
17490,3380,14954,134357.
15415,3381,1689,447090.
15475,3381,2349,19012.
2112,3382,6300,26531.
7028,3382,16845,53447.
36249,3382,1605,52135.
22694,3383,15944,2.513018e6
44321,3383,3393,1301.
22681,3383,15933,3.101676e6
15410,3384,10357,804649.
37571,3385,13748,1161.
19821,3385,6662,26117.
9713,3385,13735,32026.
3702,3386,3290,71341.
34575,3386,13395,3424.
35541,3386,2803,86151.
4285,3387,547,706597.
17980,3388,13601,1.24341e6
8126,3388,17339,53406.
24969,3389,6026,310437.
39259,3389,15868,30110.
36101,3390,3496,13148.
40877,3390,14717,5256.
6571,3390,4471,611.
224,3391,3350,10519.
