eid,source,target,EdgeBetweennessCentrality
32551,168,2722,1.398197e6
13647,169,3473,99786.
17871,169,14471,162111.
25,170,154,774671.
42687,170,9774,134838.
25698,171,24,416397.
7183,172,12401,35108.
32755,172,195,25808.
38949,173,9968,1.480822e6
44721,173,9466,2.224899e6
31799,173,590,16797.
46629,174,8426,17889.
40709,175,3108,54483.
10010,175,6830,71544.
5445,176,161,177453.
36637,176,11596,193766.
46457,177,9954,2.75142e6
27030,177,9890,2.368806e6
14259,178,1380,3.032871e6
27123,179,17056,690479.
13287,179,12994,697362.
36037,180,16737,173349.
1220,180,12842,0.
6501,180,16606,230983.
12904,181,395,830782.
40553,181,9598,571754.
29328,182,17944,774656.
12894,183,185,824634.
14258,183,2873,2.207415e6
32066,184,43,423926.
29526,184,9670,358149.
3489,185,16478,1.648112e6
9665,186,14354,1.220001e6
20602,186,10559,1.309346e6
17307,187,14544,48234.
40623,187,215,19616.
19321,188,7952,228381.
29561,188,159,259953.
10716,189,1189,160866.
30407,189,1927,78.
16273,190,3133,957418.
4754,191,44,138211.
28404,191,11180,327853.
39965,192,16244,17889.
28751,193,15192,42915.
33745,193,15691,125685.
2033,193,4860,742245.
34139,194,6751,208466.
8518,194,279,188756.
14249,195,16016,24564.
49,195,172,33103.
21013,196,9074,304720.
20905,197,6352,1.0371476e7
22930,198,7558,601900.
22929,199,2306,336191.
39085,200,7505,133864.
12673,200,3727,106234.
11778,201,11501,280860.
43881,202,15264,139710.
21774,202,15270,8231.
18215,202,15271,57.
10076,203,16728,85117.
40303,203,15995,41787.
13288,204,5561,919336.
39399,204,13030,16910.
37697,204,375,954223.
28452,205,303,9.139407e6
25305,206,13026,559522.
44477,206,3533,471672.
15931,207,15597,619762.
13758,207,9351,7381.
44391,208,12403,26699.
24287,208,10702,6734.
16326,208,3367,35780.
14938,209,210,2.200465e6
14939,210,3828,2.217999e6
30044,211,14048,467512.
30046,211,8668,438025.
21726,212,9075,283634.
32911,212,1493,340364.
36351,213,352,17889.
40625,215,7306,1805.
15768,215,187,30699.
34475,216,14416,200309.
48625,216,9194,97532.
31480,216,1788,5172.
44781,217,16530,181540.
23665,217,1542,214821.
48971,218,13372,96524.
15396,218,3933,124982.
14940,219,13444,2.261499e6
7965,220,14416,70791.
35687,220,221,193002.
5757,221,220,67970.
41337,221,14604,195498.
154,222,17799,470798.
37887,223,9283,65402.
10306,223,9156,33107.
19913,223,12941,17948.
15891,224,17916,282516.
37861,224,8149,275862.
31264,225,14185,6.227675e6
14261,225,314,1.354718e6
23511,226,5388,75659.
292,226,222,99394.
19973,227,8945,453475.
42995,227,5148,464464.
14169,228,403,721470.
2076,228,17063,225619.
16061,229,17520,42332.
26401,229,11860,897488.
1964,230,1768,67032.
14529,230,237,712879.
41005,231,1860,18163.
18194,231,13830,35776.
27613,232,6698,546929.
41847,232,4981,443799.
27514,232,15869,0.
14531,233,248,373437.
1970,233,2009,777.
16743,234,17648,2.849406e6
23884,235,15755,108947.
23887,235,54,125886.
14530,237,233,374488.
1968,237,238,338117.
1976,238,234,337843.
12132,239,16773,286839.
11006,240,5377,258371.
32067,240,11484,249600.
13540,241,242,0.
4537,241,10077,3.28984e6
4570,242,10055,2.794107e6
345,243,16764,3.216323e6
33215,244,163,147690.
35353,244,739,93040.
13289,245,18009,45707.
5423,245,4034,2.746482e6
1882,246,11075,164805.
49115,246,2428,18162.
32713,246,1419,7.
45403,247,249,18163.
9807,247,5515,1.411728e6
37635,247,959,1.531978e6
1971,248,250,348928.
14532,248,16773,24235.
24819,249,247,17889.
1954,250,1691,348654.
48629,251,17969,29306.
31484,251,9194,2121.
9612,251,6455,217512.
3972,252,4818,70035.
14509,254,1085,247572.
8409,255,13917,318110.
18511,256,511,2.150021e6
3974,257,259,100956.
32255,257,4811,310685.
12940,258,332,949198.
3975,259,260,399300.
19195,260,11441,328717.
3976,260,252,70309.
46811,261,1849,568996.
27620,261,267,1476.
438,262,12489,9.138859e6
21110,263,12850,6.402748e6
13760,264,1993,627605.
40189,265,9404,2189.
14882,265,1870,87076.
14898,265,2078,0.
9365,266,15356,316009.
11999,266,15335,2.112309e6
27637,267,273,544348.
27618,267,269,18086.
46809,267,261,18096.
46817,268,269,596780.
27626,268,15958,95742.
46807,269,267,579328.
27628,269,268,35264.
24434,270,3907,3.940587e6
49111,271,1419,17888.
26381,271,2428,1.
10379,272,1800,577143.
44605,272,8814,631123.
39545,273,363,526594.
27638,273,261,551818.
5763,274,1199,788465.
35769,275,16865,1.000519e6
5853,275,6366,24226.
42567,277,8492,799600.
799,277,15413,774973.
36937,279,194,192380.
8516,279,5555,124099.
35685,279,6590,54462.
10250,280,282,253301.
10247,280,283,55805.
28637,282,283,245789.
10251,282,284,291554.
10253,282,8510,35859.
28638,283,8255,301320.
28634,284,11059,551415.
10252,285,282,51065.
28633,285,284,260135.
17788,286,288,861956.
2444,286,5109,3809.
19519,287,1507,95544.
19958,287,1515,786193.
17789,288,289,897258.
2441,289,10526,632583.
28034,289,16207,664295.
21290,290,18208,1.483269e6
39829,290,9409,1.296777e6
32547,291,15346,1.069333e6
44129,292,10633,1158.
22321,292,3244,19028.
12988,292,11110,1.185763e6
48499,293,13530,185860.
6760,293,310,211509.
1501,294,4514,339761.
17006,295,17632,2.026196e6
4022,296,9048,226162.
34739,296,1449,214630.
25006,297,16217,51325.
6343,297,17493,4.182741e6
41435,298,40,65165.
40471,298,3738,161578.
14666,299,13656,3.644171e6
14863,300,9318,468953.
6226,301,2783,118795.
40411,302,323,93936.
42001,302,15270,77384.
15363,302,15271,3427.
437,303,262,9.139133e6
21701,304,2836,2.637556e6
3229,305,531,54483.
5422,305,245,2.792463e6
38473,307,8755,17889.
14733,308,17673,3.07676e6
27250,309,6365,36325.
31910,309,15630,2.56114e6
11850,310,13507,229219.
36161,310,293,203840.
10578,311,4750,2.419421e6
38035,311,9470,50054.
41595,312,2163,15817.
33391,312,18172,38.
17484,312,9742,2080.
1093,313,15386,253073.
3646,313,877,9573.
31286,314,1038,1.354444e6
19229,315,2147,2.275672e6
38535,316,752,185643.
11521,316,5474,4.
32592,316,5477,32.
24371,318,320,2.201049e6
44995,318,13988,2.234604e6
26341,319,13642,931271.
14504,319,4687,2.074121e6
45191,320,318,2.224459e6
24377,320,326,2.194819e6
98,321,322,2.558055e6
24369,322,5288,218844.
99,322,324,2.338937e6
40413,323,2139,64902.
15365,323,302,20984.
18227,323,1631,15812.
100,324,2536,2.391535e6
101,325,320,2.218503e6
93,325,326,172484.
94,326,327,2.367029e6
95,327,329,2.265023e6
3408,327,12163,101732.
36347,328,352,36286.
46111,328,18229,393096.
26309,328,15215,344717.
96,329,330,2.390551e6
24368,330,17184,2.197323e6
97,330,321,192954.
38305,331,341,17889.
12941,332,392,8675.
12929,332,15645,940249.
33463,333,567,120223.
41601,333,9742,2372.
17480,333,335,549604.
13376,334,5097,4.1551061e7
17478,335,2163,72342.
41599,335,333,122944.
1448,335,1987,870049.
34017,336,6054,1.413803e6
22145,336,16078,1.353161e6
42605,337,2160,1.576508e6
19237,337,2182,1.688845e6
38861,338,12061,619613.
20153,338,10629,609519.
17638,339,1329,9.110863e6
29314,339,7338,3.707591e6
11122,341,331,18163.
20667,341,10238,169137.
43361,341,12463,119475.
34389,342,7403,864379.
3346,342,7444,55818.
690,344,476,171326.
33103,344,8813,201406.
4188,345,3547,144.
34857,345,350,35773.
25080,346,3169,22142.
45565,346,5819,6145.
2716,347,4540,3.577671e6
21424,347,15118,176555.
3535,348,148,17889.
17012,349,12571,1.123689e6
4183,350,9840,879767.
4190,350,345,18303.
34859,350,351,53274.
34861,351,2267,908303.
4192,351,350,915845.
7364,352,328,35738.
36353,352,8347,38.
7376,352,213,18163.
3580,353,2280,124813.
34541,353,11009,108859.
20144,354,1947,78771.
37359,354,15045,46737.
34865,355,2208,36180.
4196,355,2267,1.398964e6
21575,356,10105,2.910284e6
29512,357,356,2.910558e6
29731,358,4969,1.
26782,358,17308,199330.
47735,358,3252,37.
28771,359,16054,1.783036e7
47739,360,1722,68539.
29721,360,383,24014.
15880,361,2972,61785.
10968,361,366,2.314483e6
13986,362,10721,24098.
13868,362,10970,4.161174e6
13523,363,273,534338.
48119,363,15938,423504.
39547,363,364,85958.
42853,364,15938,11856.
13525,364,363,100432.
39549,364,1947,80519.
32465,365,9713,1.6226351e7
10969,366,3587,3.758187e6
26869,367,11959,848649.
23670,368,2305,72640.
43789,368,2378,89425.
4689,369,16502,203208.
26872,369,3967,48699.
2527,370,428,129320.
26314,371,14538,2.829968e6
19678,371,13069,36324.
34473,372,2378,108948.
24621,372,15701,1.606231e6
45303,372,11582,130235.
29724,373,1610,80860.
47749,373,3011,7082.
29748,373,383,17333.
21510,374,10793,649525.
9905,375,204,951827.
37651,375,9638,969552.
10917,377,379,19636.
29946,377,7340,5.099402e6
29388,378,2131,19396.
2534,378,428,1.030107e6
10918,379,9770,4.659932e6
44045,380,3836,1.771181e6
16385,381,6028,295751.
46689,381,2589,117384.
37945,382,14913,1.499798e6
16206,382,14422,1.413983e6
47747,383,373,34493.
29746,383,391,6581.
3512,384,17682,17889.
32317,385,4663,327888.
28731,386,435,880679.
28730,386,2212,905984.
11026,387,15055,909866.
42077,388,2616,34.
23370,388,7552,35742.
41077,388,6155,18163.
24592,389,2509,1.579085e6
14190,390,3915,16204.
39881,390,14910,14797.
8981,390,17907,193978.
29720,391,360,80053.
29744,391,10166,12098.
47745,391,383,1.
12942,392,138,119785.
15660,392,181,587674.
9092,393,11849,1.804367e6
21270,394,6343,252845.
12938,395,422,950019.
2192,396,129,523514.
40401,397,10872,70908.
6563,397,17635,54459.
14168,398,228,947363.
33523,399,410,38814.
20523,399,13674,49041.
43297,399,13677,31030.
11401,400,405,1.5478477e7
18793,401,14723,1.352185e6
15132,401,471,23589.
34745,402,410,197536.
4030,402,2012,43081.
14170,403,8787,1.129784e6
1436,404,406,286516.
11402,405,12426,1.5478203e7
1120,406,11205,61823.
21414,406,16983,224419.
23763,407,6455,17887.
45261,407,8719,234407.
25317,408,12042,257552.
48697,408,4919,181365.
45157,409,6067,100.
24293,409,12413,20693.
31341,409,15541,38898.
4032,410,402,44044.
34747,410,13677,143845.
1626,410,399,58093.
21655,411,461,1.222048e6
15131,412,401,1.376048e6
34989,413,15824,58333.
4440,413,10977,61341.
46157,413,14585,0.
28729,414,386,1.786937e6
14167,414,398,179995.
9385,415,5569,2.056986e6
3424,416,17529,2.051346e6
9382,416,16302,5092.
24652,417,16284,3.01967e6
46139,418,2020,176755.
26405,418,17182,21750.
29727,419,8880,17917.
47731,419,4969,18131.
29736,419,1593,168190.
7164,420,3190,807641.
1353,421,14025,313851.
29498,421,437,8158.
12939,422,258,931583.
12917,422,14612,18162.
19583,423,1184,213825.
29704,425,744,0.
4014,425,8353,43890.
47715,425,426,53066.
29706,426,425,53241.
2081,426,574,107529.
47717,426,431,8871.
43363,427,17547,17889.
2528,428,464,1.159153e6
22100,429,10072,163435.
2533,430,370,129594.
2535,430,438,956143.
47711,431,744,4436.
29708,431,426,116849.
34983,432,4381,17889.
16765,433,9373,157960.
41205,433,3567,140622.
36949,434,14042,260025.
29500,434,446,79761.
28732,435,439,1.444526e6
6798,436,7474,17889.
206,437,14025,15850.
29499,437,434,317257.
29383,438,11522,974991.
21496,439,3464,1.444252e6
15333,440,15672,313788.
26028,440,12736,17569.
39109,441,817,18163.
23657,441,14870,71823.
21654,442,411,97732.
18788,442,460,1.266725e6
10232,443,5038,2.166139e6
23656,444,441,72371.
29316,445,7222,1.386486e6
29501,446,2676,322557.
2536,447,9222,261014.
21500,448,12678,225096.
21505,448,470,1191.
32791,449,905,202775.
11057,449,5751,191059.
2540,450,472,35807.
2542,450,463,1.212742e6
38885,451,3137,17889.
21653,453,442,1.364731e6
10389,454,467,1.6818774e7
15134,455,2693,1.179605e6
17116,456,9416,70674.
41369,456,14411,1.934054e6
21272,457,15305,129142.
26976,457,13435,82618.
18785,458,453,1.340182e6
42341,458,1942,1.211092e6
21503,459,468,159918.
21501,459,12710,44120.
15301,460,411,1.12459e6
30689,460,14629,1.25203e6
21656,461,2800,25097.
18773,461,458,1.196677e6
24738,462,1476,177682.
11333,462,8941,1.398073e6
2530,463,5141,2.145592e6
2543,464,472,225755.
2529,464,463,933124.
21502,465,459,204312.
44653,466,3674,285911.
26179,466,18066,254086.
23363,466,3735,53.
28071,467,680,1.68185e7
21504,468,448,226560.
29877,469,14921,2.276002e6
21506,470,465,204586.
18772,471,10269,190409.
15133,471,455,909074.
2541,472,447,261288.
5494,473,2686,17889.
15281,474,15509,383396.
29689,475,5755,54545.
29692,475,15243,17858.
33101,476,344,183975.
27547,476,7561,153668.
32635,477,3724,97976.
19249,478,9020,2.276494e6
31796,479,2657,17889.
14398,480,2537,17889.
15261,481,15408,17889.
10358,481,3093,2.
41299,482,1087,17889.
24653,483,2314,160137.
27984,483,16954,13125.
45317,484,10576,23258.
15894,484,16877,50025.
39999,485,12439,112533.
32502,485,4789,17480.
44053,485,7765,18163.
24087,485,2343,31161.
38597,486,13906,90795.
11660,486,12765,107304.
18124,487,6059,18863.
13996,487,2710,1789.
4808,488,1474,586778.
32171,489,3915,147569.
15989,490,11874,8.254147e6
41879,491,9945,2.454317e6
34849,491,58,167317.
4177,491,13619,1.903175e6
7167,492,3203,409868.
4333,492,3204,28027.
11665,493,4074,3.467094e6
26189,494,3053,1.26644e6
8639,494,7567,1.638432e6
44243,495,13672,102116.
22481,495,5087,183930.
23726,496,713,747048.
20284,496,5861,4.96461e6
29435,497,3109,2.27459e6
44493,498,3234,107489.
22764,498,14063,171221.
23009,498,13047,91817.
30054,499,8632,699562.
29990,499,8589,2.167823e6
12390,500,15026,3.725767e6
30980,500,510,1.5333411e7
14266,501,3146,70635.
14270,502,501,70909.
25370,503,17699,270554.
29437,503,3141,1.264253e6
18176,504,15641,1.043393e6
41977,504,15370,1.064803e6
26289,504,15372,49681.
12227,505,506,1.62128e6
7778,505,12031,1.002666e6
27233,506,7753,1.574127e6
27232,506,12028,791354.
9362,507,5813,79453.
19329,508,523,1.3487667e7
44089,509,18359,608465.
29439,509,3207,1.366455e6
29470,510,2504,1.5333137e7
25408,511,16344,2.149747e6
26327,512,513,18163.
3796,512,12027,35776.
46115,513,512,17889.
20882,514,2672,107981.
12824,515,12442,854850.
1998,515,11331,15658.
33719,515,1983,88720.
14917,516,15990,1.518192e6
19016,517,1265,1.5332315e7
28781,518,14293,148117.
30899,519,1226,874706.
27919,519,13574,62932.
29441,520,497,2.274864e6
19683,520,12230,345559.
25647,521,9447,1.1016555e7
6707,522,7672,55702.
31289,522,14617,394074.
358,523,14686,1.3487393e7
9669,524,595,17889.
28799,525,5632,403404.
47883,525,5596,935615.
16360,526,11493,215854.
45997,527,7482,15532.
38863,527,532,207258.
5352,527,2493,188908.
32450,527,4919,215550.
27855,528,17050,2.139969e6
7616,528,10212,1.292515e6
35739,529,10699,36628.
5801,529,543,17585.
25781,530,4114,1.0368918e7
34345,531,305,53661.
3232,531,3301,36324.
23064,532,5322,60956.
40257,532,5734,144250.
12175,532,527,231444.
14204,533,15041,324394.
18743,533,7035,373721.
43219,534,5800,496680.
25018,534,7384,458915.
4293,535,3642,2830.
4261,535,700,3.891378e6
25657,536,530,1.0369192e7
16416,537,11445,17889.
2730,538,539,3.015996e6
4283,539,664,3.015722e6
14467,540,14853,972849.
13679,541,10017,2.098027e6
13341,542,1632,345638.
39425,542,1625,344432.
13174,542,1140,63266.
35721,543,529,54485.
27043,543,9241,35469.
10720,544,9915,77773.
22448,545,13794,35.
44179,545,8557,161818.
14745,546,9691,2.396656e6
4268,547,16636,518796.
4274,547,583,710736.
22449,548,566,200552.
44177,548,17583,215429.
37565,549,4642,54483.
9705,549,4931,16972.
35995,549,1221,54572.
2336,550,3162,17889.
14464,551,17095,489364.
35069,552,15925,507103.
16970,552,14438,475662.
21114,553,2560,5.858194e6
44965,554,17992,36324.
23972,554,8659,53661.
6828,555,4336,0.
26590,555,4920,379075.
36193,555,17357,453920.
18691,556,3840,0.
46677,556,18136,407988.
42321,556,11507,10628.
21369,557,7241,150692.
15808,557,3218,74619.
8015,558,8096,18163.
8017,558,9108,18163.
36695,558,8124,53661.
37549,559,595,17889.
8668,560,14908,2.688014e6
20278,560,14902,260221.
19058,561,6750,396824.
14466,562,17088,511289.
33045,563,11584,53661.
9220,563,8845,36324.
30914,564,16899,0.
13009,564,10773,161738.
48279,564,17387,232433.
33721,565,10648,44.
263,565,11449,91923.
36043,565,10728,32097.
10733,565,11601,381003.
44183,566,13794,164258.
22444,566,8557,36031.
6512,567,10728,124052.
1516,567,333,533712.
36047,567,9742,31523.
27836,568,7542,37856.
7166,569,492,438169.
31307,570,571,1.046559e6
31311,571,10715,1.046285e6
38489,572,14570,52.
11450,572,12109,18163.
38567,572,581,35724.
7701,573,14121,18163.
36531,573,14228,445992.
11579,573,581,416568.
2082,574,578,8736.
2088,574,691,98519.
1717,575,582,2.2495464e7
19873,576,4370,154641.
17999,576,13838,217760.
21661,577,9539,1.1004e6
42133,577,10671,18163.
2083,578,744,108526.
29476,579,1125,1.0937719e7
4930,580,10187,256771.
11556,581,14570,362192.
11577,581,572,36270.
38569,581,573,410334.
30966,582,6738,2.249519e7
4275,583,584,735980.
12615,583,3575,122582.
4296,584,5345,355537.
4276,584,3614,380169.
16563,585,12701,1.6192334e7
16564,585,8398,66065.
25720,586,587,1.076797e6
25711,587,760,727777.
4317,587,730,348746.
17024,588,14715,399185.
4342,589,14516,833563.
9488,589,16598,5451.
13672,590,3157,24601.
48761,590,173,1.43324e6
37547,591,2050,17889.
39215,592,1304,17560.
12969,592,13201,26024.
12990,592,3199,1.338002e6
843,593,599,332310.
3458,594,2955,1.997138e6
37551,595,524,18163.
9671,595,636,53661.
9667,595,559,18163.
6685,596,15615,2.1459813e7
16546,597,16201,95227.
26086,597,5412,521013.
3208,598,9696,391559.
34333,598,9509,1.294639e6
45879,598,727,53582.
865,599,4812,332036.
31616,600,4597,1.3146681e7
18893,601,620,303.
6149,601,13213,445356.
36583,602,604,215718.
14268,603,2627,150332.
33345,603,3823,17320.
7832,604,602,5.
43033,604,7866,215448.
12840,605,4192,32702.
43167,605,2649,49450.
30189,606,2968,53938.
31134,607,9297,84453.
10859,607,10052,43297.
32217,608,4520,333298.
6296,608,12345,58352.
31620,609,17183,1.7789008e7
30928,610,8866,34814.
5957,610,551,470827.
35451,611,635,1234.
5299,611,647,114463.
1163,612,613,3.517146e6
1143,613,8467,3.516872e6
5955,614,17093,202348.
14473,614,10565,308499.
17725,615,594,1.885287e6
22426,616,9830,5.77771e6
5954,617,614,511121.
1168,618,18328,1.317972e6
21474,619,625,144475.
42411,620,601,35749.
30814,620,10894,650988.
17077,621,9976,71272.
16320,621,12437,140316.
23057,622,615,1.885561e6
14965,623,9336,17889.
21718,624,1527,995164.
21477,625,624,144201.
8364,626,4005,1.53206e6
33193,627,2177,63044.
3455,627,2953,1.664788e6
24456,628,632,330707.
8496,628,18365,1.092806e6
29165,629,12039,17889.
1193,630,8434,1.69294e6
22886,631,114,5.410245e6
25925,631,16235,2.0410685e7
24454,632,3918,330433.
30021,633,15164,1.109162e6
5852,634,652,1.489119e6
25234,634,17236,9.169157e6
35453,635,17234,450.
5292,635,611,1418.
31030,635,685,17122.
31989,636,10160,37164.
48829,636,10112,34380.
37553,636,595,54483.
7217,637,12996,1.31715e6
31188,638,6166,2.0721146e7
1661,640,18089,188.
33537,640,748,17701.
8686,641,4007,127191.
8624,642,9864,6.
36995,642,7984,56140.
43485,642,18074,40734.
8683,643,12624,17929.
33613,644,1145,55037.
5298,644,611,114553.
13455,645,18339,3.008446e6
1177,646,8067,2.857193e6
35455,647,11634,131615.
5300,647,653,110076.
11364,648,13448,2.574064e6
6624,649,666,195729.
28655,650,14472,168418.
6629,651,18156,161254.
6627,651,18167,54187.
31363,652,655,1.488845e6
5297,653,644,109802.
13953,654,3137,33154.
44601,654,2274,18316.
31187,655,638,1.5091504e7
46485,656,657,2.509713e6
27007,656,666,2.592949e6
27009,657,656,2.469479e6
46487,657,7042,2.455575e6
6619,657,667,38112.
17403,658,994,595163.
7974,658,12477,50555.
16397,659,7305,17886.
19254,659,15515,29.
9400,660,10576,4233.
37413,660,969,27783.
16404,660,13513,520.
17102,661,670,1.029406e6
44927,662,18168,2265.
23909,662,18127,19609.
1676,663,16170,200309.
4303,664,674,2.471046e6
4284,664,3387,544402.
17101,665,661,23193.
27005,666,920,2.804286e6
46483,666,656,2.52602e6
