eid,source,target,EdgeBetweennessCentrality
44431,2290,2288,13793.
83868,2290,38150,595253.
33760,2291,6136,85638.
30612,2291,25231,303492.
5090,2292,16982,2.5231048e7
20626,2293,27060,99997.
69304,2294,4224,1.1165988e7
61961,2295,34187,1.247394e6
101828,2295,2829,1.280096e6
35005,2295,20734,3398.
43286,2296,5249,1.8596392e7
61848,2296,19895,4.487448e7
43285,2297,2296,6.3436951e7
54978,2298,19481,356187.
59677,2298,19484,275284.
26960,2299,20629,13136.
4954,2299,27742,4.348414e6
48244,2300,16624,5.1932146e7
3749,2301,5258,4.6072764e7
64741,2302,12751,4.2858214e7
16833,2303,2282,37517.
69295,2304,34096,875315.
20458,2304,37425,1.269172e6
14111,2305,22594,3.7067713e7
108,2306,2304,1.58849e6
69293,2306,19135,776831.
34874,2307,29392,2.1142795e7
34869,2308,18840,2.4388714e7
34875,2309,17836,1.4541099e7
56260,2310,10641,40102.
41416,2310,18251,1.330711e7
28107,2311,9770,755289.
29149,2311,27275,77610.
61850,2311,25351,224794.
41463,2312,4029,6.891296e6
88040,2313,3976,1.995512e6
33657,2313,21340,1.150264e6
41493,2314,5280,4.019474e6
4824,2315,25815,6.4290097e7
41461,2316,14568,1.567846e6
34550,2317,33055,267766.
50714,2318,3342,836445.
906,2318,2319,556162.
9619,2319,30689,1.220064e6
57325,2320,297,342289.
56618,2321,2322,6.256141e6
7433,2322,37753,935730.
9897,2322,1198,41556.
56619,2322,32449,5.277563e6
28996,2323,1198,1.108686e6
66725,2324,19195,5.277426e6
9901,2324,638,34221.
46700,2325,35056,1.11127e6
9900,2325,2324,37960.
46699,2326,2325,1.150522e6
46688,2326,37887,5.122961e6
94660,2327,23433,42.
47356,2327,1059,37503.
94656,2328,1059,115053.
15192,2328,14470,404285.
47352,2328,26839,38988.
34962,2329,10609,30657.
59347,2329,33911,1.274001e6
47171,2330,19809,1.279278e6
23999,2331,7639,5.395427e6
72794,2332,26378,7.
88012,2332,16779,37510.
25173,2333,30939,565207.
88858,2334,22180,32937.
49373,2334,11855,8087.
71336,2335,26876,622716.
86412,2335,2340,119445.
60509,2335,10497,1.764228e6
62807,2336,24798,8.7208761e7
56663,2337,33512,15803.
50803,2337,10225,1401.
99064,2337,3002,301.
96374,2337,2191,33698.
7153,2338,20889,69503.
74386,2338,7666,6128.
104612,2339,1978,3611.
66915,2339,22207,40794.
15297,2340,2659,82807.
84200,2340,3389,35066.
84214,2340,2342,110466.
30326,2340,2335,1.228734e6
57533,2341,2347,411709.
84212,2342,9856,376434.
25839,2342,2340,203069.
25795,2342,13446,6.06189e6
13437,2343,15928,236973.
95604,2344,11401,37517.
63310,2344,11309,0.
57560,2345,2370,103339.
21970,2345,14575,161676.
88908,2346,23460,71035.
8470,2346,18662,34972.
57534,2347,19721,410157.
57559,2347,2345,260.
72878,2348,12402,40970.
1708,2348,2636,59166.
72554,2349,36895,37517.
68498,2350,30873,159793.
60250,2351,2526,1523.
63862,2351,12598,1.159735e6
34157,2352,33690,6.7430136e7
34159,2353,2354,6.5041802e7
34152,2354,33142,6.504051e7
929,2355,2358,4046.
14310,2355,1374,2.705789e6
1704,2356,17041,161761.
3605,2356,14690,0.
72050,2356,2636,63285.
60253,2357,2420,179634.
61070,2357,37341,123454.
31087,2358,4538,293049.
3604,2359,2348,20331.
7861,2359,2636,72900.
100898,2360,20627,39070.
3821,2360,15293,74078.
16424,2361,2370,90574.
60255,2361,14575,253226.
10615,2362,20649,955944.
22926,2362,10814,20810.
39446,2362,27073,144173.
11615,2363,3104,1.2152292e7
930,2363,2364,885990.
43199,2364,4563,884698.
45715,2365,31961,689924.
45689,2365,28604,23242.
18207,2366,2369,2.7894143e7
933,2366,2367,138737.
934,2367,2369,2.214596e6
76602,2367,10127,138317.
46654,2368,2336,8.7210053e7
44442,2369,5669,3.0107447e7
16425,2370,13058,38809.
57561,2370,2421,153814.
105964,2371,51,174486.
69758,2371,2428,209754.
4834,2372,18046,104203.
70835,2373,24685,382.
70644,2373,24918,59933.
8148,2375,9344,228346.
31042,2375,9320,264145.
83524,2376,19552,1.034503e6
24431,2376,5493,1.106039e6
57565,2377,2524,227376.
56562,2377,10301,7457.
69035,2378,31827,122831.
55825,2378,31196,1.5099928e7
35649,2379,33264,264463.
71676,2380,14332,192549.
12313,2381,16157,806475.
13512,2381,3830,2.443902e6
88076,2382,6267,72431.
1689,2382,37374,93472.
57567,2383,2549,271357.
63861,2383,2351,900191.
85160,2384,16125,182627.
69920,2384,2390,118086.
38660,2385,25961,37517.
69061,2386,2973,2.119417e6
21718,2387,13908,221431.
21702,2387,27589,0.
27954,2388,2384,145131.
27953,2390,2391,116794.
27955,2391,2388,146423.
43296,2391,31966,1686.
34738,2392,28341,2.3101889e7
46650,2393,2410,8.9742273e7
105648,2394,5379,449581.
69136,2394,14823,431405.
57939,2395,371,7.6637505e7
59831,2396,2402,1.281362e6
21408,2397,2405,288678.
937,2397,2398,492948.
938,2398,4756,491932.
632,2398,2405,205756.
36437,2399,12791,2.3677382e7
2322,2400,21732,2.63118e6
11239,2401,35753,187110.
11186,2401,5182,875496.
13436,2402,18467,842448.
53836,2402,26396,508342.
56719,2402,31735,1.377598e6
26959,2403,21930,364750.
84684,2403,25637,271066.
3108,2404,23321,319658.
633,2405,8570,493142.
63934,2406,14930,2.576102e6
64363,2407,2408,43703.
51199,2407,2430,337822.
7651,2408,37901,5214.
64358,2408,2430,56491.
28063,2409,20116,72450.
64360,2409,17356,53716.
49698,2410,24924,8.9740981e7
7821,2411,12024,350584.
13393,2412,23248,115670.
41768,2412,3838,7.451863e6
13505,2413,23248,0.
13507,2413,2412,1.77259e6
46682,2414,26617,3.262177e6
7822,2414,2411,351876.
52042,2415,18449,688032.
4524,2415,31228,298782.
29654,2416,11648,2.22186e6
27818,2416,32044,983.
71750,2417,32096,230771.
81856,2417,24025,391912.
82784,2417,37803,190259.
50505,2418,2427,2.708659e6
98368,2419,1578,78097.
12100,2419,17173,208898.
60254,2420,2361,345092.
50706,2421,2420,129382.
57562,2421,37341,60805.
42862,2422,17235,898512.
43576,2422,15078,6202.
41397,2423,2426,182437.
42727,2423,5812,753767.
2318,2424,30528,395952.
35551,2424,1296,1.940671e6
2315,2424,1306,474451.
29747,2425,24371,252138.
86282,2425,28087,270163.
42861,2426,2422,906005.
5040,2427,1985,5.5968986e7
69759,2428,19493,251969.
48410,2428,46,247161.
80770,2429,2432,37517.
51200,2430,15049,324737.
64359,2430,20066,68284.
951,2431,37616,306659.
5046,2431,28370,6.6276605e7
100486,2432,20024,326.
80772,2432,2435,32116.
19194,2432,2429,38809.
59515,2432,32739,58664.
73712,2433,1259,138.
37352,2433,8174,37538.
8213,2434,21997,114876.
13848,2434,32159,200570.
19196,2435,2432,10544.
59507,2435,32740,36243.
100478,2435,19260,94107.
80774,2435,10598,38809.
1285,2436,12105,4988.
52335,2436,6685,38678.
13510,2437,15074,68072.
12311,2437,3838,39684.
35482,2438,33298,135084.
88814,2438,2443,439.
42230,2438,3442,207945.
60657,2439,23980,427944.
77826,2440,2514,77616.
39155,2440,22907,112545.
54365,2441,8922,3.776159e6
86190,2441,6787,4.186601e6
46568,2442,12848,145305.
36203,2443,6099,42195.
35484,2443,2438,151290.
88816,2443,26455,74014.
13850,2444,25640,82.
21561,2444,12849,28043.
82014,2444,12996,10222.
78028,2444,25645,26525.
79038,2445,27244,44722.
15883,2445,7974,116421.
42754,2445,18878,1.4248783e7
92562,2445,14111,1.4808129e7
34707,2446,18049,2.3403426e7
34304,2447,248,2.971768e6
3004,2447,25477,945536.
100480,2447,5285,37774.
31420,2448,15132,221790.
72006,2448,15117,1.712132e6
1624,2448,34822,1.454384e6
64721,2449,9139,358216.
61437,2450,32050,17733.
101502,2450,32052,806999.
7834,2451,3627,92989.
57584,2451,11438,181443.
30496,2452,32942,5.0073626e7
44055,2453,393,617990.
63669,2453,13537,107.
83668,2454,14352,0.
3744,2454,4014,250502.
84838,2454,13678,452907.
32988,2455,2461,329276.
32839,2455,1223,3532.
87030,2456,7801,37517.
58664,2458,11329,38809.
61441,2458,32052,176563.
99942,2458,21063,105680.
63155,2459,26825,276911.
54082,2459,7747,506591.
32847,2460,24784,38809.
46990,2460,15302,296872.
32846,2461,2460,8426.
32989,2461,494,323597.
7835,2462,3600,980703.
78976,2462,36424,281875.
14646,2462,17075,100959.
69500,2462,19684,194918.
79004,2462,3592,98729.
34359,2463,18665,2.392163e6
78476,2464,16160,111394.
23087,2464,9165,40830.
82800,2464,9166,4347.
46247,2465,175,417938.
103648,2466,15857,1342.
60313,2466,14803,38841.
28602,2467,6637,1.074904e6
66117,2467,391,5.3273058e7
11376,2468,2622,4.294993e6
11015,2468,2943,489750.
43218,2469,10227,1.636622e6
49163,2469,22198,206795.
35217,2470,1602,1.789633e6
37353,2470,2469,291756.
53161,2471,23925,910467.
57962,2472,13793,3.2970574e7
61451,2472,32052,1055.
32506,2473,9598,670814.
68520,2474,2536,1.1262541e7
57178,2475,4780,4.4146943e7
46049,2475,2495,7.095057e6
80780,2476,23354,263.
19217,2476,37671,14742.
40547,2476,11975,605915.
58414,2477,38193,7.0172917e7
69930,2478,12511,98575.
106054,2478,33229,413738.
7939,2478,677,1.349506e6
48355,2479,8625,6.7913657e7
74448,2480,22514,699185.
46805,2480,1950,148682.
11063,2481,12459,103847.
94842,2481,35109,131562.
11318,2482,7219,4.814625e6
31909,2483,2490,1.781894e6
30721,2484,6284,1.188287e6
21733,2485,389,62410.
46648,2485,5413,123791.
7943,2486,5098,38809.
57087,2486,15327,4.886338e6
49277,2487,34229,5.2688001e7
24336,2488,21961,5.3367484e7
70181,2489,37373,9.1332078e7
31910,2490,6022,1.780603e6
9664,2491,28472,7.7211362e7
38216,2492,24427,8.0318679e7
29698,2493,401,1.295417e6
58777,2493,15252,5.63249e6
60200,2495,2114,7.093765e6
9679,2496,35990,7.7170988e7
19223,2497,31766,5.
56623,2497,31774,1.34339e6
30650,2499,27432,37553.
60379,2500,36186,867618.
100964,2500,35252,312151.
55951,2500,36191,4098.
54571,2501,2500,876439.
41459,2501,34837,733066.
33798,2502,11334,744942.
75730,2502,16559,748216.
7931,2504,2754,1.165376e6
5028,2504,2267,6.1541901e7
26516,2505,11029,1.36899672e8
56022,2506,13681,2.860063e7
69371,2507,7567,1.944202e6
76198,2508,32200,426325.
39187,2508,34476,116128.
51247,2508,30926,562250.
94534,2509,16915,37564.
8142,2509,375,73817.
69182,2510,401,0.
58776,2510,2493,6.862672e6
11131,2512,11928,665426.
23661,2512,33649,2.707093e6
83096,2512,24722,1.989842e6
88658,2513,1042,466292.
89518,2513,34946,383850.
13495,2514,2440,75032.
77812,2514,31353,38809.
24973,2515,12412,31944.
18898,2515,15902,3.834134e6
83786,2515,15903,38797.
10945,2516,9734,8.168251e6
86802,2517,32384,96265.
39804,2517,31752,17049.
67084,2517,4297,564.
10439,2518,20647,166573.
40701,2519,2518,167865.
54151,2520,32785,37489.
33547,2520,2532,28.
2394,2521,13091,191246.
38806,2521,13077,4.133511e6
26421,2522,18252,1.629238e6
58922,2523,33731,463967.
42700,2523,1276,562572.
37489,2524,7717,460984.
57566,2524,2383,650012.
6106,2525,2542,61333.
90516,2525,33502,109179.
37488,2526,2524,884912.
60251,2526,10301,368494.
36719,2527,17760,445156.
77700,2527,4870,419945.
56875,2528,30256,391968.
54576,2529,16946,604251.
5089,2529,2292,2.5226562e7
47087,2530,1087,1.6709533e7
27012,2531,29048,221268.
4798,2531,343,2.027637e6
87992,2532,2520,23.
33545,2532,21842,37543.
968,2533,9802,212039.
13504,2533,17539,595779.
54660,2534,8344,672987.
9558,2534,15737,2.111566e6
78032,2535,3050,690380.
61208,2535,1900,810825.
68576,2536,2806,1.1261249e7
72132,2537,27269,112461.
28726,2537,1423,77580.
44411,2538,17669,1.112182e6
34166,2539,2540,138496.
61224,2539,694,99528.
61229,2540,34611,230992.
34167,2540,16364,224.
17049,2541,1800,272530.
73994,2542,2525,71682.
6104,2542,5086,35221.
53993,2543,21233,429503.
23386,2543,35989,365055.
51837,2545,34167,1.2706677e7
40625,2546,17800,231717.
32742,2546,2558,1.294143e6
81064,2547,417,150058.
19849,2547,413,4.
20064,2548,3654,1.2040258e7
50937,2548,8967,2.289469e7
99376,2549,2719,232580.
60249,2549,2351,262359.
43803,2550,6976,3.168087e6
43808,2550,16362,1.801157e6
38325,2551,16209,67502.
19192,2551,970,708144.
2544,2552,2553,5.71308e6
2382,2552,32020,2.014856e6
2545,2553,2554,5.756427e6
5239,2553,3954,1.175925e6
72404,2554,24801,5.732979e6
2537,2554,3954,5.976563e6
2381,2555,2552,1.306839e6
2539,2555,5309,5.889485e6
35266,2556,2557,4.0333681e7
35267,2557,14446,4.0332389e7
42292,2558,10851,1.792457e7
80792,2559,2560,58905.
96690,2559,7672,111372.
51510,2559,23275,193418.
80602,2560,19537,38808.
19263,2560,2559,56989.
18964,2560,20004,17720.
80794,2560,2561,949.
10388,2561,9656,260145.
19265,2561,2560,649.
47496,2561,9668,780914.
38315,2562,35720,1.2026221e7
34992,2563,28004,1.445907e6
36188,2563,31678,450260.
34991,2564,2563,1.822426e6
62766,2564,28006,237.
41845,2565,6363,1.1659911e7
56409,2565,24476,5751.
106050,2566,24893,62715.
69921,2566,37087,26225.
36933,2567,2609,3.406899e6
34855,2568,33471,1.7865083e7
69064,2570,2568,2.115541e6
1180,2571,14176,8.831525e6
51650,2572,18469,202160.
73888,2572,18470,242097.
2000,2573,11376,1.11699e6
46993,2573,30719,2.259357e6
34854,2574,2568,1.5750834e7
59611,2575,13289,340739.
1999,2575,2573,3.133808e6
66250,2576,22822,613774.
470,2577,18388,126932.
75796,2577,2085,25820.
6110,2578,3245,1.4286742e7
62588,2579,16744,1.9472288e7
1790,2580,16068,147966.
72092,2580,36077,2508.
41991,2581,32263,2.868507e6
1785,2582,36077,112419.
1784,2583,2586,156502.
44626,2583,34483,120093.
93444,2583,6532,77903.
980,2584,2579,819470.
53735,2584,3083,240084.
51877,2585,2912,684484.
26358,2585,5163,77973.
96868,2585,37365,694381.
12589,2586,30255,155210.
29676,2587,2581,1.206052e6
6721,2587,22262,38661.
74180,2587,26311,649.
7457,2588,25633,1.592099e6
47014,2589,16409,713369.
50040,2589,16115,3.782363e6
21646,2590,16408,38809.
64506,2590,32557,2.453022e6
3563,2591,2590,2.493123e6
50057,2591,32558,50863.
35319,2592,2603,105858.
88708,2592,13300,131728.
44871,2593,30793,9.620924e6
56421,2593,23559,8307.
3194,2594,30260,416.
29695,2594,36927,1.422841e6
88714,2595,2596,198958.
105800,2595,13981,106963.
35301,2595,19878,23405.
35303,2596,2595,149764.
48172,2596,27693,265904.
88742,2596,29782,95989.
88738,2597,36962,262749.
35305,2597,21631,176731.
39262,2598,2606,1.6190631e7
88720,2599,2601,117715.
62582,2599,3298,77614.
35309,2599,16231,1434.
5724,2600,36227,163.
71846,2600,27494,149905.
1313,2600,4335,116272.
35311,2601,2599,104038.
88722,2601,21631,150622.
5318,2602,36949,1.071152e6
1257,2603,4360,98825.
88728,2603,2592,125384.
19712,2604,1515,34632.
90938,2604,18828,70857.
24622,2605,17762,1.094295e6
35317,2605,32940,489.
17458,2606,36090,1.155218e6
39263,2606,36972,1.5034121e7
14279,2607,31089,931332.
19276,2608,33376,11.
26331,2608,27569,22410.
80798,2608,35876,41037.
84428,2608,709,4605.
51840,2609,10722,3.405607e6
41990,2610,2581,1.663747e6
29680,2610,22262,729.
25958,2611,13140,421087.
61119,2612,27574,4.550817e6
80802,2612,33375,105219.
25695,2614,18499,2.431726e6
7512,2615,27494,37517.
44380,2616,2667,3.528113e6
66316,2616,11501,88650.
83794,2617,2618,270159.
68467,2617,35629,371239.
83792,2618,34720,231731.
24983,2618,2617,334105.
27258,2619,36192,304463.
93358,2619,1294,23949.
2123,2620,33275,1.45192387e8
47404,2621,2928,997795.
68260,2622,2626,4.293701e6
53819,2623,37050,75032.
73918,2623,37911,38809.
3384,2624,2645,1.01396e6
31479,2624,31639,3.929021e6
46147,2625,27648,0.
85568,2625,13113,597143.
28793,2625,17890,274165.
94184,2625,5312,95456.
45570,2626,15053,4.292409e6
19794,2627,24501,581950.
3383,2628,2624,1.002568e6
3641,2628,21679,345193.
3387,2629,2641,693457.
78158,2629,33404,149774.
14043,2629,25297,38821.
78862,2630,25235,76325.
17942,2631,3105,60333.
80094,2631,18682,174.
3386,2632,2629,845026.
33541,2633,2644,1.350345e6
25569,2634,17041,585458.
7860,2634,2359,94523.
19291,2635,16356,37523.
1706,2636,2356,144436.
72052,2636,2348,49623.
44353,2637,8342,876469.
93276,2638,26033,1247.
47269,2638,13100,37162.
68843,2639,32499,616095.
44195,2640,36259,73866.
93210,2640,15604,186.
20810,2640,6390,389509.
6473,2641,33404,727656.
6480,2641,10055,655357.
12709,2642,10584,2.2709377e7
20809,2642,2640,459813.
1326,2643,33682,5.248898e6
20808,2643,2642,1.6953839e7
3389,2644,2628,1.349053e6
3385,2645,2632,846048.
96334,2645,15795,167707.
37994,2646,9867,424538.
17883,2646,7860,110803.
20806,2646,16383,1.6520871e7
73334,2647,27517,907211.
20805,2647,2646,1.6917967e7
20812,2648,2647,1.6473315e7
6435,2649,27262,1.100819e6
49467,2650,23568,654580.
93054,2650,4793,372510.
42439,2651,22152,158912.
1004,2651,2654,1.166385e6
72232,2652,11578,11093.
1307,2652,19020,1.5135528e7
2111,2652,11581,0.
1306,2653,2652,1.5075521e7
48009,2653,13367,676617.
1005,2654,26045,1.332437e6
40921,2655,19765,3.34764e6
15735,2656,25717,115130.
944,2657,2418,2.709951e6
8836,2657,4757,189835.
14283,2658,22376,38809.
78280,2658,19577,149550.
74742,2658,5748,76963.
78752,2659,2340,60832.
15290,2659,26877,116084.
10584,2660,32200,339198.
90164,2660,2661,311370.
37782,2661,2660,302062.
94636,2661,32311,272940.
16086,2662,12067,37517.
53634,2663,27889,153522.
97824,2663,32303,119242.
7827,2664,3040,92.
57856,2664,11917,421809.
72596,2665,26049,37517.
59495,2666,35582,247895.
105674,2666,17711,315587.
25969,2667,13115,3.526821e6
1013,2668,2669,963267.
40920,2668,2655,2.017787e6
1209,2669,3625,867659.
40918,2669,16657,94316.
21047,2670,25671,713155.
21046,2671,2670,621053.
43929,2671,32735,897772.
46542,2672,21057,1.190167e6
21045,2672,2671,704373.
21044,2673,2672,132143.
45957,2673,21057,0.
80670,2674,15745,600396.
20155,2674,1589,5.496974e6
43266,2675,15834,2.6407444e7
91234,2675,15239,2.14734e6
62952,2676,14115,37517.
101462,2677,8050,194548.
10139,2677,3695,2409.
1014,2678,2680,1.661778e6
77478,2679,8048,90883.
61337,2679,8050,55186.
12950,2679,7381,320.
40917,2680,34766,1.660486e6
49863,2681,9442,1.271949e6
46015,2682,2049,6.50878e6
8457,2683,9440,119326.
49658,2683,25388,965564.
91148,2684,32610,514028.
105006,2684,34940,206426.
67769,2684,29958,46304.
49730,2685,27186,7.081723e6
56457,2686,2688,31010.
22410,2686,15245,2.6619323e7
9169,2687,22421,3.133763e7
54740,2687,28375,281449.
32780,2688,11015,160973.
87642,2688,15221,130180.
34529,2688,2695,2.036221e6
7500,2689,14696,69388.
8449,2689,14634,8004.
74550,2689,26277,38427.
96524,2690,28617,136306.
43409,2690,21406,1.163393e6
690,2691,28617,494151.
79764,2691,28009,444663.
35708,2692,2704,37516.
35545,2692,2735,1.
14620,2693,26344,1.969555e6
4753,2693,25364,2.545227e6
97232,2694,36729,658561.
45853,2694,36069,1.263743e6
97760,2694,37111,709389.
22412,2695,10916,2.8690875e7
18930,2696,35763,334008.
80286,2696,37925,432871.
18368,2696,29070,73829.
33175,2697,8771,6.5054794e7
40861,2698,2704,275617.
49899,2698,2692,38808.
84636,2699,37696,1658.
36701,2699,6185,12533.
3324,2699,2702,1.4894849e7
1201,2700,3595,389215.
1020,2700,2701,342430.
50064,2701,3602,596162.
96028,2701,1255,95650.
63938,2702,22668,679991.
1305,2702,2653,1.5014403e7
40847,2703,16844,70411.
49903,2703,3556,238154.
49942,2704,33998,51390.
49902,2704,2703,260451.
15087,2705,38007,757699.
58485,2706,26411,70216.
1021,2706,2708,932413.
99856,2706,4949,392227.
91062,2707,6430,1.564452e6
44929,2707,6423,1.55938e6
40925,2708,32434,2.983636e6
37146,2709,11343,1.308775e6
64853,2710,5985,74458.
91164,2710,14356,38525.
104246,2710,31486,298.
66064,2710,7209,25.
76180,2711,160,23587.
77288,2711,34163,38263.
76688,2712,163,198024.
76036,2712,10637,74349.
89730,2713,27896,153530.
60406,2713,26663,22286.
75242,2714,6424,37462.
78486,2714,21425,73.
28046,2715,9360,40508.
25457,2715,17217,5.284675e6
69063,2716,2570,2.116833e6
104300,2717,28315,38610.
64700,2717,14356,284.
26434,2717,32374,839.
31545,2718,23297,59943.
36461,2718,114,406535.
4141,2718,31420,1.266155e6
99378,2719,31100,193855.
57519,2719,2549,224874.
12798,2720,19784,634977.
63352,2721,18242,681601.
69787,2721,17230,390142.
21236,2722,8440,514402.
52289,2722,8447,460877.
47921,2723,10364,537808.
106124,2723,2724,398248.
70062,2724,2723,424238.
77404,2724,33261,359615.
39983,2725,13506,3.9443263e7
50192,2725,14146,3.4146492e7
1022,2726,2731,5.02428e6
20078,2726,29150,2.2547069e7
54272,2727,25689,388732.
102444,2728,4101,37517.
5456,2729,9763,77616.
84544,2729,6038,112545.
24725,2730,32185,1.996315e6
3853,2730,34199,655973.
50515,2731,2732,5.022988e6
8834,2732,29610,2.395782e6
9722,2732,12693,5.00392e6
12800,2733,25052,291175.
84374,2733,34620,38140.
69855,2733,2734,239774.
47941,2734,8448,238482.
74202,2735,3768,25625.
88862,2735,2692,1.
6779,2735,33998,11891.
1033,2736,2738,4.474828e6
41214,2736,24467,568271.
8833,2736,2732,1.732774e6
74422,2737,19704,137607.
7188,2737,37036,166317.
41362,2738,8967,4.473536e6
46876,2739,33523,0.
101526,2739,13372,3.
104040,2739,17363,37514.
25891,2740,21665,150060.
84258,2740,25679,38809.
48474,2741,21006,7.1956614e7
20068,2742,10850,1.2037674e7
92706,2743,35065,110259.
43089,2743,26612,40232.
61471,2743,13372,73.
56020,2744,5372,2.4059877e7
68094,2745,36650,2.767225e6
2942,2746,25686,132446.
18144,2747,2821,3.53111e6
32790,2748,9806,5.663738e6
14098,2749,5930,415982.
8202,2750,23036,152925.
63354,2750,25677,155470.
81444,2751,8487,6311.
19368,2751,549,1639.
105560,2751,17327,42574.
15301,2752,23584,44.
93370,2752,2753,37525.
93362,2753,35912,74988.
44491,2753,2752,38801.
69363,2754,2755,1.429306e6
48570,2755,20633,1.428014e6
37069,2756,31419,1.26407e6
72518,2757,6372,35564.
2785,2757,2758,171027.
17625,2757,28454,285784.
2613,2758,28464,751768.
2783,2758,30328,51695.
72516,2758,2757,174777.
30437,2759,25513,424989.
30441,2759,31607,6110.
5030,2760,23600,6.669432e7
1053,2760,5598,2.915769e6
21442,2761,467,373647.
94684,2761,22012,233109.
6335,2762,2763,2.913185e6
3478,2763,31769,2.73047e6
52843,2763,2162,299766.
1124,2763,30973,1.077417e6
11995,2764,2674,6.092011e6
38100,2765,17962,46811.
96012,2765,26474,202488.
29700,2765,2767,401438.
46463,2766,20663,249026.
29701,2767,32609,443981.
61487,2768,19120,289773.
100366,2768,38217,262469.
37449,2769,30060,89371.
38392,2770,15827,3.593591e6
84468,2771,28217,734185.
31141,2771,6060,399555.
26459,2771,17991,255437.
27829,2772,2769,6760.
1056,2772,2770,483395.
31969,2773,9004,1.542748e7
23064,2774,6864,1.796299e6
69163,2774,10745,3.2238525e7
102180,2775,1673,37061.
56497,2775,2773,9110.
39700,2776,5205,2.02673e6
91182,2776,36174,2.005081e6
26407,2777,20368,226276.
22124,2777,2787,5.143665e6
103892,2778,28772,5354.
33465,2778,18981,64297.
34902,2779,29780,677425.
21088,2779,4309,8.624381e6
56749,2780,17608,1.9061994e7
79564,2780,16746,18543.
4117,2780,7387,474927.
88920,2781,22864,37517.
22120,2782,2842,4.697275e6
90854,2782,14180,5570.
41017,2783,30533,277981.
102542,2783,31205,331684.
95170,2784,24345,114549.
48441,2784,23646,50.
48444,2784,23647,149181.
51161,2785,17656,815291.
96614,2785,3964,174987.
19384,2785,23710,224151.
48067,2786,27133,667943.
212,2786,34318,169933.
90810,2787,12125,5012.
22125,2787,26350,5.208672e6
46541,2788,2672,1.763689e6
21041,2788,35549,96320.
13678,2789,30360,74377.
103832,2789,5610,96440.
23041,2790,6130,159291.
23855,2791,2792,767150.
63713,2792,30368,539168.
16150,2792,2803,456299.
4358,2792,2814,2.042617e6
46629,2793,2811,343890.
101802,2794,24458,74819.
61865,2794,4571,39284.
16139,2795,2838,293120.
16154,2796,2812,86994.
7392,2797,4256,821933.
3862,2798,9490,6.351982e6
73006,2798,17589,2.459684e6
7388,2798,2799,656601.
38709,2799,2800,655310.
38711,2800,2809,660524.
25178,2801,28331,395696.
6751,2802,2793,243176.
16157,2802,2845,108237.
16151,2803,2795,294412.
104346,2803,2805,175220.
17963,2804,3095,367090.
66267,2805,2803,14625.
16153,2805,2814,300348.
104348,2805,28147,100824.
15229,2806,5675,2.9510333e7
22122,2807,35889,4.877879e6
90836,2807,1467,7532.
55507,2808,12395,1.267921e6
38712,2809,2816,459630.
95732,2809,19753,53.
49506,2809,19746,214141.
1138,2810,25568,515900.
16156,2810,2802,135680.
78914,2810,2811,120420.
15650,2811,2810,482756.
46630,2811,2796,88286.
78916,2811,31037,220087.
5901,2812,30482,85702.
72144,2813,8002,77584.
1786,2813,8028,323408.
23102,2813,5021,529051.
73252,2814,2792,148416.
23856,2814,2831,2.193257e6
60483,2815,20755,639637.
46402,2816,18136,1.443993e6
54879,2816,16928,1.91e6
16162,2817,27602,104590.
75868,2817,2835,257288.
105708,2818,30709,5.717886e6
22637,2818,22142,33.
37727,2818,9911,5.889263e6
41700,2819,6752,38808.
40021,2819,12955,1.799765e6
92050,2819,24556,49297.
56028,2820,451,1.724671e6
16164,2821,5841,3.011288e6
27120,2821,1996,2.910203e6
1184,2822,32304,413487.
93748,2822,32306,325381.
1193,2822,2243,382699.
68716,2823,15211,1.1265125e7
35647,2824,15250,75120.
93100,2824,34794,38809.
95174,2824,11870,320103.
43967,2824,21247,138580.
101822,2825,6050,394928.
61978,2825,11870,326211.
10609,2826,9477,2.931545e6
29075,2826,9478,384972.
11991,2827,36957,600564.
5322,2827,2839,1.352136e6
16152,2828,2805,150182.
65709,2829,32493,1.316401e6
61963,2829,2295,1.279367e6
37305,2830,36010,994481.
26591,2831,23291,2.191965e6
5315,2832,2827,1.953992e6
5159,2833,21568,3181.
35794,2833,15250,36423.
5314,2834,2832,256952.
7722,2834,1838,245004.
63716,2835,30464,17034.
9991,2835,2817,126307.
75870,2835,11356,368670.
5313,2836,2834,503248.
69617,2836,17797,76793.
87120,2836,31703,85.
24812,2837,2836,225081.
23857,2838,2840,291828.
5323,2839,31702,1.899453e6
16155,2840,2810,290536.
10123,2841,4719,374940.
83628,2841,12023,309722.
22121,2842,2807,4.796376e6
90846,2842,11199,5351.
23524,2843,15884,4.9550144e7
69829,2843,38116,3.185925e6
4693,2844,22739,1.340295e6
46626,2845,27601,106945.
6308,2846,32851,1.374268e6
23527,2846,23940,4.9610757e7
24329,2847,22883,4.9610846e7
96918,2848,29768,264412.
51997,2848,19274,33767.
43526,2848,25709,46604.
38646,2849,1242,668007.
63447,2850,13101,425589.
65656,2850,3687,583554.
13962,2851,2913,373108.
62008,2851,7842,4.80014e6
10846,2852,15959,4.5607384e7
31925,2853,32733,941587.
63445,2853,17925,482126.
43797,2854,23848,1.000379e6
93040,2854,6361,1.324679e6
39672,2854,2879,21513.
76526,2855,36041,204632.
11161,2855,16029,144930.
