eid,source,target,EdgeBetweennessCentrality
22698,1251,5580,10497.
23584,1251,36,20648.
11728,1252,1840,992556.
12314,1252,556,476017.
12317,1253,1250,43318.
12321,1253,4069,493038.
18908,1254,5801,1.528022e6
11740,1255,6401,575144.
28164,1255,6761,1.048624e6
17420,1256,10107,791120.
2724,1256,9686,18288.
28196,1256,10510,761178.
28192,1257,10107,1.362836e6
17416,1257,189,1.407365e6
28284,1259,2243,1519.
1780,1259,629,294958.
20000,1259,4559,236769.
12107,1260,1730,927649.
26878,1261,978,20986.
15024,1261,9011,41262.
10787,1261,4172,10497.
9408,1263,2643,624050.
9462,1264,1249,200.
24036,1264,5271,12242.
17583,1265,1919,700441.
8318,1266,5808,70349.
27574,1266,5837,10307.
20162,1267,5969,204717.
2083,1267,890,69429.
8779,1268,7775,679402.
22396,1269,10875,86385.
14731,1269,501,67954.
28816,1270,9202,17.
17580,1270,2243,9.
18461,1270,2230,24340.
28770,1270,4735,10497.
29030,1271,9900,1.144232e6
93,1271,7981,1.18649e6
21170,1272,7981,8065.
4047,1272,7910,12181.
12230,1272,1271,1.151726e6
73,1273,7718,322962.
25626,1274,498,60.
26936,1274,9639,10371.
17201,1275,6096,52777.
28074,1275,1276,10684.
15071,1275,8309,7629.
28068,1276,8562,315.
17203,1276,1275,10414.
28516,1277,3369,10325.
6637,1278,7378,22090.
16265,1278,1244,10497.
22678,1278,1245,8742.
7955,1279,8977,637188.
6137,1280,2019,1.646507e6
6128,1280,1989,29920.
9268,1281,4212,249157.
971,1281,8462,156050.
9263,1282,7913,466032.
18094,1283,1944,318675.
9267,1283,1281,405379.
26018,1284,1291,31598.
13381,1284,1364,51847.
16347,1285,730,48861.
9818,1286,7377,153828.
3056,1287,8217,0.
8611,1287,4274,51610.
20602,1287,1331,31482.
15055,1288,3651,10497.
1338,1288,9374,20648.
17734,1289,3873,173740.
9265,1289,1293,461716.
2366,1290,1293,74633.
14047,1291,8057,10497.
13376,1291,1284,31071.
26020,1291,7957,10662.
20700,1292,1170,127825.
15569,1292,8298,119936.
9266,1293,1283,536177.
13370,1294,7914,226761.
2249,1295,1942,98624.
9912,1295,478,75145.
17509,1296,7425,21451.
15059,1296,7058,1.
28248,1296,8707,23740.
16786,1297,3386,531228.
15165,1297,2372,11796.
24062,1298,10760,10325.
8936,1299,5969,40051.
24450,1299,6246,177452.
17710,1300,970,32956.
17731,1300,9798,176503.
9679,1301,7959,344417.
17749,1302,3950,1.023201e6
11619,1303,9164,960829.
7594,1303,9327,313379.
10122,1304,8547,220576.
9678,1304,1301,146587.
26198,1305,9113,10336.
9681,1306,1312,344050.
21736,1307,9721,104018.
16051,1307,9332,105791.
5967,1308,2132,134555.
25552,1308,1309,162.
12579,1309,1308,65200.
22064,1309,1311,167233.
20946,1310,5266,17.
3895,1310,8331,10317.
3679,1310,7631,15.
20828,1311,780,156928.
5667,1311,1309,55001.
10114,1312,1228,142073.
9682,1312,1318,201805.
7922,1313,1232,23012.
28548,1313,1944,187883.
23274,1313,8269,297717.
5484,1315,1316,24221.
5485,1316,1317,51691.
5486,1317,1323,30543.
12029,1317,1371,20976.
9683,1318,1321,345270.
25206,1319,6420,353999.
3968,1319,2174,321172.
9676,1320,8082,147442.
9684,1321,1320,147614.
10082,1321,8214,197484.
19266,1322,3154,105162.
9906,1322,2404,110793.
5501,1323,1393,15441.
13041,1323,1423,333977.
16035,1324,8190,124003.
13380,1325,1284,52546.
15075,1325,7629,61953.
26016,1326,4370,83899.
13374,1326,1294,226933.
2592,1327,1541,458226.
13321,1327,9167,471564.
2603,1328,3828,13273.
20276,1328,6318,66979.
4773,1330,1241,422423.
21552,1330,1391,418280.
20598,1331,8217,20990.
3058,1331,1287,41292.
9564,1332,6897,721403.
2808,1333,3428,520171.
11817,1334,10882,795.
12792,1334,6109,94526.
3878,1335,10690,613793.
6548,1336,2609,83957.
7616,1336,1324,41594.
10552,1337,4527,151846.
17770,1337,9767,143185.
6327,1339,4751,253018.
9989,1339,2383,262676.
12277,1340,8498,262941.
14462,1341,6595,2.471753e6
21326,1342,8537,35410.
2159,1342,3645,121213.
14492,1343,1101,549536.
10230,1343,1415,82368.
6547,1344,1336,125723.
10228,1345,4369,632420.
11777,1346,2918,333607.
14359,1347,3411,349315.
14435,1347,7470,272799.
3261,1348,5401,394063.
6179,1349,1365,440966.
6118,1350,4669,640067.
6121,1351,1347,365508.
693,1352,8362,103018.
735,1352,4639,135832.
14480,1353,1424,398755.
14460,1353,5546,189013.
6172,1354,4292,3704.
6189,1354,1982,147854.
12922,1355,7866,231582.
9120,1355,3438,238349.
17067,1356,2079,444574.
14485,1357,1360,574067.
26522,1358,2568,42328.
6221,1358,3089,1.602161e6
6229,1358,3101,1.950809e6
6213,1359,1975,554650.
14486,1360,1426,548801.
14456,1360,1396,35419.
6184,1361,2024,454138.
18442,1362,10274,469253.
1366,1362,7551,4.640735e6
15189,1363,1368,3.410714e6
11752,1363,2821,239628.
13379,1364,1325,51692.
6127,1365,5913,442677.
6148,1365,2399,610568.
6145,1367,2009,419991.
6169,1367,3779,614363.
7359,1368,10894,4.047817e6
8389,1370,2289,4.290839e6
5496,1371,1372,173480.
5497,1372,1376,145666.
12072,1372,1316,27642.
688,1373,1380,234947.
6546,1374,1344,125845.
6545,1374,7127,134076.
692,1375,1352,239022.
12031,1376,1315,5516.
5498,1376,1548,139978.
27734,1377,7520,61856.
27622,1377,9546,21019.
16577,1377,1410,60.
1364,1378,1381,4.105541e6
12178,1379,10529,390093.
689,1380,1409,198435.
727,1380,8756,36340.
1365,1381,1362,5.11016e6
7384,1382,8445,76364.
25648,1383,8720,348331.
14125,1383,6876,10900.
5654,1384,4491,9937.
10485,1384,7164,216102.
11439,1385,6680,12721.
3088,1385,6711,2571.
1432,1386,3195,103430.
11860,1386,1759,196245.
5811,1387,6678,10325.
27380,1388,1520,12041.
12434,1388,9365,175027.
16000,1388,1519,231.
9115,1389,3154,140423.
26200,1389,7866,116161.
23532,1390,5090,5056.
15304,1390,236,20652.
4776,1391,1330,412179.
21548,1391,1861,407862.
11205,1392,9730,1417.
22842,1392,4269,11616.
5502,1393,1397,600358.
517,1394,2747,2.553564e6
2734,1395,192,52126.
15523,1395,9503,10497.
5234,1396,6816,3.004325e6
5503,1397,1401,157021.
14258,1397,217,443165.
17383,1398,612,17298.
11237,1398,1534,598478.
7365,1399,6205,1.793171e6
21146,1400,6352,45952.
10281,1400,1634,26095.
18721,1401,1402,471895.
5495,1402,1371,152676.
5500,1402,1323,319047.
22568,1403,4512,1522.
16039,1403,653,9494.
14691,1404,6969,163798.
3147,1404,9316,4.717034e6
728,1405,1427,225051.
691,1405,1375,8841.
14865,1406,4463,223338.
27304,1407,6049,75337.
13469,1407,6503,102725.
14489,1408,1092,2.553908e6
690,1409,1405,234064.
27732,1410,1377,30979.
16575,1410,1514,42.
11226,1410,1172,10496.
5504,1411,8549,571420.
3670,1412,2899,112481.
13311,1412,1413,253293.
25978,1412,1773,52151.
778,1413,5331,364868.
25976,1413,1412,54664.
13309,1413,8171,120540.
14494,1414,9822,2.548593e6
10231,1415,8538,622514.
14864,1416,1406,19220.
306,1416,4671,373139.
5506,1417,1421,823220.
2229,1418,769,8380.
20262,1418,7682,302785.
10272,1419,8622,790235.
18276,1419,7711,547112.
14465,1420,5989,10497.
14488,1420,1357,574239.
5493,1421,4968,585261.
5507,1421,1423,237787.
294,1422,8906,185716.
14894,1422,1485,357466.
5508,1423,1411,571592.
14451,1424,5546,358652.
7621,1424,7403,388356.
15669,1425,2620,852076.
14452,1426,8294,548629.
14919,1427,1590,233498.
726,1427,1375,230353.
2807,1428,7752,207041.
16419,1429,536,45082.
4147,1430,7598,120129.
27270,1430,7575,119591.
17233,1431,5049,31482.
25376,1431,9283,49269.
28688,1432,1434,10325.
14848,1433,1436,400166.
18329,1434,1432,10497.
1357,1434,1593,20648.
23862,1435,10505,426157.
601,1435,10571,414596.
14849,1436,8906,44225.
1385,1436,1422,355769.
17709,1437,1300,209631.
10227,1438,1345,549792.
14491,1438,1414,77184.
5513,1439,8883,149439.
5510,1439,1446,410558.
11865,1440,9314,275168.
29022,1440,1442,5189.
18957,1440,1023,10168.
14453,1441,8599,57029.
18951,1442,1440,37195.
29024,1442,1445,275102.
14467,1443,4369,10325.
2623,1444,6110,707660.
18953,1445,1442,1.
1387,1445,6612,405806.
29026,1445,1023,5208.
14223,1446,1448,410386.
2625,1447,6112,691645.
14224,1448,1451,410214.
11958,1449,4671,207159.
26790,1449,8743,378551.
14004,1450,4076,434156.
14001,1450,3318,398201.
5524,1451,9858,415204.
8871,1452,5745,389732.
5512,1452,1455,232343.
620,1453,4659,1.007767e6
21288,1454,2264,113863.
14884,1454,1500,289062.
14222,1455,422,232171.
12509,1456,8441,257619.
618,1457,10582,1.027452e6
14863,1458,1416,392531.
7075,1459,1408,2.55408e6
14454,1459,1345,82800.
16581,1460,7520,125776.
27654,1460,1653,164876.
27738,1460,901,79.
8175,1461,10266,85700.
2866,1462,9641,10306.
8182,1462,1461,19.
9393,1463,498,10437.
18159,1463,10915,845761.
28580,1463,8387,808419.
9002,1464,10393,10327.
5068,1465,8001,43258.
21624,1465,8476,107810.
4898,1465,6926,54892.
21868,1466,9260,163126.
21876,1466,6030,102318.
5255,1467,4393,172141.
23434,1467,3115,1.793064e6
8251,1467,6366,1.449606e6
12130,1468,2194,88138.
14641,1468,1470,637875.
14844,1469,8654,229597.
14642,1470,4436,878174.
14846,1471,2756,395640.
9626,1472,1546,109558.
28506,1472,2947,125396.
27538,1473,9952,340608.
14646,1473,7396,340847.
16211,1473,2031,270930.
21276,1474,8163,21411.
4154,1474,9911,11849.
6009,1475,6316,146737.
14649,1475,1478,401010.
11940,1476,2570,344580.
10595,1476,7124,855.
9625,1477,1472,121232.
25262,1478,7654,37477.
14650,1478,590,371910.
11821,1479,6931,260.
4894,1479,2061,26113.
21636,1479,6926,43610.
5520,1480,1489,628097.
2825,1481,2417,10325.
29144,1482,2843,216237.
7,1482,372,593980.
11716,1483,7616,30969.
11722,1483,5376,10497.
25180,1483,7615,10497.
304,1485,1458,360010.
26800,1485,1422,187585.
737,1486,8257,10592.
19596,1486,1199,14981.
24422,1487,1634,10008.
10277,1487,10668,5258.
22540,1487,1630,1313.
9304,1488,7783,10325.
5521,1489,1536,617428.
5517,1489,1516,10497.
26786,1490,1497,536256.
7820,1490,5218,353446.
14875,1490,5994,159084.
535,1491,2250,20990.
26068,1491,10818,10312.
537,1491,2286,64774.
8289,1492,4229,144638.
9180,1493,3745,211650.
9151,1493,1501,10589.
25870,1494,4088,22721.
18009,1494,6249,22218.
28500,1494,2426,3165.
18186,1495,821,318569.
24120,1495,3478,302556.
757,1496,9929,10974.
28344,1496,7681,11597.
14877,1497,1490,506022.
26778,1497,1502,539101.
1961,1499,3667,55791.
27314,1499,9531,150657.
26792,1500,1454,122503.
298,1500,1471,297544.
9147,1501,68,10417.
14869,1502,1497,509039.
6968,1502,583,369317.
26780,1502,8759,184104.
24884,1504,1505,18620.
11109,1504,10868,26120.
11107,1505,1504,18645.
24888,1505,10110,10973.
20704,1506,5336,5.
3274,1506,5340,42288.
11244,1506,1773,105509.
12726,1507,1530,41638.
5456,1508,1509,34886.
5579,1508,5639,178220.
5458,1509,1120,122868.
5638,1509,131,187774.
8288,1510,1492,144810.
7978,1511,4592,486281.
2404,1512,4902,9.689393e6
4764,1513,7668,27028.
13117,1513,5612,34998.
27650,1514,7666,10496.
27730,1514,1410,20986.
16573,1514,1575,20639.
7027,1515,8584,20992.
26748,1515,1242,10497.
14821,1515,2741,41288.
12332,1516,1536,10325.
2368,1517,1545,10325.
10477,1518,3553,20812.
2912,1518,687,41972.
27378,1519,1388,41286.
15998,1519,9254,40.
27372,1520,5372,40.
26864,1520,9907,1725.
16002,1520,1388,144464.
2279,1521,9660,640662.
14166,1522,9123,23064.
23954,1522,3807,31074.
21494,1524,4994,113142.
523,1524,1211,85673.
13611,1524,9994,51927.
14293,1525,2228,598054.
26486,1525,1533,491398.
7981,1526,5200,16448.
2295,1526,7610,780233.
22052,1527,4036,20950.
15870,1527,3063,27867.
11240,1528,1529,274493.
10833,1528,10255,498694.
11241,1529,9285,1.220112e6
12727,1530,1609,41466.
11234,1531,1532,1.134287e6
25712,1531,6716,119934.
12904,1532,321,408003.
11235,1532,1533,726112.
14291,1533,1525,601390.
11236,1533,1398,615948.
11238,1534,9204,716901.
5002,1535,9477,2.862228e6
5522,1536,1540,627581.
4432,1537,9760,164960.
21564,1537,2055,157245.
5466,1538,1617,1.786515e6
12736,1538,1614,41982.
16167,1539,176,827903.
23304,1539,186,10497.
27504,1539,222,807942.
5523,1540,1451,5162.
5511,1540,1452,622247.
20412,1541,1327,473725.
17730,1541,1447,461181.
14257,1542,224,12035.
14259,1542,1401,315046.
28900,1542,217,3603.
4462,1543,8716,31485.
13607,1543,6374,886688.
5483,1544,1315,18877.
8697,1544,1548,81934.
20346,1545,1517,10497.
2804,1545,1567,20648.
26012,1546,7290,94836.
9627,1546,1477,121404.
8830,1547,5878,51915.
5499,1548,1549,221740.
5526,1549,1165,719.
15507,1549,1550,220849.
5527,1550,61,220677.
1794,1551,50,492361.
7952,1551,52,588201.
25020,1552,1713,678433.
18298,1552,1551,695568.
15941,1554,10874,361493.
27318,1554,6829,241363.
4019,1555,8329,638220.
2061,1555,1556,745494.
2055,1556,9726,745322.
23256,1557,7945,104880.
7920,1557,9489,113465.
21202,1558,9498,412458.
4130,1558,8363,437915.
10381,1558,9975,0.
26464,1559,10225,148601.
28904,1559,221,446608.
18727,1559,217,50811.
22164,1560,10531,9.
22058,1560,10245,41492.
5801,1560,2902,36.
11979,1562,7970,297594.
12522,1562,6884,117483.
5377,1563,7489,58883.
21538,1563,7563,54605.
7534,1564,2083,131904.
23078,1564,2659,136490.
8541,1565,9613,709817.
14973,1565,10007,526568.
19137,1566,4311,660800.
20510,1567,1545,20992.
2728,1567,1582,30969.
1356,1568,1602,83165.
19794,1568,1603,349.
12630,1569,5017,540306.
22340,1571,7817,199063.
8485,1571,6691,226732.
18290,1572,301,10325.
14752,1573,285,31385.
5281,1573,1574,27482.
21896,1574,1580,54657.
21892,1574,1573,41410.
5284,1574,9278,15986.
27728,1575,1514,41920.
16585,1575,901,30947.
27860,1576,1577,34786.
19212,1576,3102,25242.
16757,1577,1576,33511.
19706,1577,1578,42882.
1205,1578,1577,41779.
24008,1578,301,51260.
17253,1579,4136,257451.
26580,1580,850,10497.
21898,1580,7731,73243.
5286,1580,1574,64831.
25462,1581,3434,21995.
12408,1581,7980,20392.
2811,1582,7437,41288.
20472,1582,1567,31485.
8171,1583,9035,5.287852e6
14979,1584,10864,411874.
23786,1584,5946,475061.
22642,1585,1586,145577.
6590,1585,9437,16777.
6592,1586,1585,12872.
7963,1586,9442,15114.
22644,1586,1588,150287.
22646,1588,3552,178006.
6594,1588,1586,32868.
1339,1589,1592,20446.
19792,1589,5506,183878.
26820,1590,1427,238972.
7501,1590,4500,243522.
2911,1591,1518,62946.
4121,1591,7847,41612.
19800,1592,1593,41169.
1359,1592,1434,20992.
1346,1592,1604,358.
1348,1593,1592,295.
19802,1593,1605,61439.
18744,1594,2898,41288.
20242,1594,1733,31485.
7592,1596,1619,115561.
2746,1597,1601,658513.
2750,1597,8979,972633.
14029,1598,9869,25763.
14860,1598,7861,178290.
2251,1599,8367,664641.
2257,1601,1599,664813.
19808,1602,1568,285.
1358,1602,9673,143370.
1354,1602,9374,41954.
1342,1603,1568,83401.
19796,1603,1604,246291.
19798,1604,1592,41950.
1344,1604,1603,10253.
1335,1604,1589,194274.
1340,1605,1288,20992.
1350,1605,1593,89.
19804,1605,9374,71669.
23972,1606,8648,96656.
9364,1606,8611,112044.
2256,1607,1601,6472.
14230,1607,1597,964098.
2253,1608,1612,664297.
12739,1609,1661,41294.
2001,1610,10832,27974.
12628,1610,10847,209069.
7464,1611,973,32208.
22084,1611,6991,1676.
2254,1612,1618,65380.
2398,1612,7591,598745.
28926,1613,10039,10333.
12737,1614,1507,41810.
18910,1615,6176,30909.
28980,1615,5333,43.
29008,1615,10495,10496.
9386,1616,7624,132206.
2322,1616,7604,482384.
12717,1617,1661,1.786343e6
2255,1618,1607,970742.
9156,1619,10831,195382.
12025,1620,172,261825.
20128,1620,1621,267800.
20536,1621,3289,278073.
1951,1621,1620,272272.
9385,1623,1616,614762.
15606,1624,6613,198100.
27196,1624,9799,243654.
12711,1626,3480,2.091826e6
22730,1627,8268,421027.
6754,1627,7708,84237.
23330,1627,4687,518961.
3653,1628,6530,184588.
2756,1628,63,1.789109e6
17600,1629,4480,41288.
21328,1629,236,21145.
5940,1630,1634,9184.
20226,1630,10172,479.
6454,1630,1487,1223.
27200,1631,10706,250612.
15604,1631,9799,204580.
12728,1632,3805,1.827293e6
23652,1633,9744,20992.
8514,1633,90,30969.
24424,1634,1400,35634.
22240,1634,1630,9050.
10279,1634,1487,9243.
22822,1635,609,109321.
17368,1635,9302,142777.
7710,1636,9136,724428.
13836,1639,6626,575295.
7838,1640,9880,30972.
7836,1641,9880,5.241442e6
7691,1641,1717,31488.
7707,1643,8388,155542.
121,1643,1701,157160.
15884,1644,9873,13633.
12444,1644,6610,190623.
25496,1644,6613,231698.
22946,1645,1655,10629.
2580,1646,1660,20819.
20408,1646,1647,10496.
20404,1647,1660,10324.
2582,1647,1646,1.
18987,1648,28,817739.
7715,1649,9914,5.082119e6
7725,1649,1675,5.187106e6
13509,1650,4782,263940.
1082,1650,1399,845180.
6231,1652,3120,87580.
6180,1652,3569,9114.
22368,1652,5901,79533.
16459,1653,1460,136210.
24874,1653,10021,175158.
13723,1654,10785,123694.
25996,1654,838,104870.
26712,1655,6058,17544.
7146,1655,1645,10496.
22948,1655,2439,3407.
8584,1656,5417,1.028935e6
5971,1656,5669,1.149661e6
6971,1658,6609,39.
13832,1658,1695,106055.
25492,1659,6610,228861.
12440,1659,6532,177089.
15817,1659,1662,62952.
337,1660,10617,30969.
20406,1660,1646,1.
2578,1660,1647,1.
12718,1661,1632,1.827465e6
13458,1662,5956,52465.
15846,1662,6532,61920.
7713,1663,1640,31144.
16874,1664,8522,89161.
27928,1664,7442,10497.
13938,1665,2815,118469.
13940,1666,1667,115511.
13640,1667,2812,16670.
13941,1667,1669,98669.
18642,1668,9198,537658.
13942,1669,1670,115543.
13597,1670,1684,99942.
13943,1670,1671,15429.
13937,1671,1665,15257.
19424,1672,1754,18942.
9630,1672,3687,15622.
8762,1673,1680,27154.
14415,1673,5444,343753.
17370,1674,10101,32223.
28158,1674,1167,12421.
23158,1675,1649,4.997155e6
7704,1675,9142,5.180163e6
15361,1676,1674,24599.
6115,1677,3512,28214.
12393,1677,10299,16805.
25456,1677,3987,12343.
11621,1678,9296,1.198019e6
18976,1678,3333,1793.
5056,1679,9764,338516.
8763,1680,1679,338688.
1576,1681,8185,697769.
6223,1682,10753,70708.
20836,1682,10755,649709.
3498,1682,324,400865.
1574,1683,4395,1.642785e6
26084,1684,7866,118046.
13598,1684,3852,113250.
7729,1685,3736,5.391752e6
2443,1686,7455,622742.
5439,1687,1686,622914.
16475,1688,1692,51554.
27804,1688,901,62880.
7648,1689,7657,84451.
8202,1689,534,271592.
28202,1690,1691,748264.
17426,1690,5509,760912.
28204,1691,10136,730776.
17428,1691,1690,745504.
13513,1691,8005,56227.
27670,1692,1688,73334.
16469,1692,1862,61834.
14098,1693,862,3.544223e6
7714,1694,1641,5.273102e6
7732,1694,9145,1.21949e6
2930,1695,6618,23036.
13833,1695,1707,82847.
13107,1696,9946,23839.
14050,1696,5587,398115.
26362,1696,9947,362705.
20104,1697,5549,26554.
2500,1697,5542,10605.
9872,1698,10334,10325.
11163,1699,3941,3.422077e6
21700,1700,10754,230619.
4980,1700,4974,284516.
120,1701,1643,150912.
19230,1701,1918,154861.
8974,1702,6925,10497.
21698,1702,4974,232714.
4974,1702,1703,311274.
1890,1703,8712,320053.
21696,1703,1702,250604.
12627,1704,1610,237215.
10009,1705,4946,490701.
9605,1705,1708,53604.
14176,1706,4000,699521.
13834,1707,1718,160623.
9606,1708,10147,509466.
9604,1709,1705,544477.
497,1710,6261,41400.
7717,1711,9145,5.081431e6
7647,1712,7656,53390.
10397,1712,3993,6692.
11382,1713,1552,696004.
19035,1713,1721,23009.
25022,1713,3039,671910.
22100,1714,51,441644.
5717,1714,4836,459265.
28130,1715,4840,5302.
19037,1715,1714,29320.
10784,1716,7653,525105.
7839,1717,1663,31316.
16535,1718,1636,149473.
13835,1718,1639,10978.
7463,1719,1611,32204.
19438,1719,10165,49965.
5155,1720,6496,20791.
14202,1720,623,33097.
242,1721,3728,1858.
19036,1721,1715,20982.
16702,1722,1709,65332.
10029,1722,1823,50371.
13449,1723,6446,5164.
29086,1723,558,35730.
9893,1724,1722,57678.
9603,1724,1709,479317.
6778,1725,4347,10328.
18875,1726,10320,280577.
8411,1726,10169,14142.
9602,1727,1724,537167.
14497,1728,7041,2.575491e6
9608,1729,1727,537339.
12105,1730,1168,242089.
25366,1730,1260,2807.
9628,1730,6623,713708.
477,1731,2128,1.059178e6
16961,1731,1133,390883.
2199,1733,1594,30969.
28018,1733,2253,20992.
10574,1734,5823,3.333115e6
8615,1735,9342,160289.
9717,1735,9343,23301.
75,1736,2803,382207.
9854,1736,5045,25154.
24230,1736,6717,236770.
74,1737,1736,22194.
2703,1737,5211,361454.
20458,1737,5212,85186.
7470,1738,553,355075.
206,1740,1808,569127.
3605,1740,10606,638332.
7400,1741,1930,459145.
8479,1741,8054,564431.
12642,1742,8833,80606.
9030,1742,10003,104571.
25580,1742,3988,29334.
7665,1743,1728,2.575663e6
2519,1743,7173,4.947702e6
6957,1744,1898,73458.
25828,1745,9190,78407.
9278,1745,9383,82480.
7467,1746,4591,766254.
21516,1747,2585,145361.
10886,1747,4741,150520.
7584,1748,2093,90490.
17000,1749,4813,9375.
17452,1749,4118,6905.
29098,1750,6497,2873.
16978,1750,5599,10654.
17123,1751,2253,10325.
26268,1752,2900,11898.
7457,1752,9623,66466.
7102,1753,10117,141608.
12570,1753,9069,48565.
544,1754,1672,13404.
9771,1754,1794,24808.
5457,1755,2521,166515.
15786,1756,7239,302844.
15188,1757,1363,3.650514e6
9878,1758,2265,3.6077e6
11861,1759,1778,517314.
12027,1760,248,2.770862e6
28228,1761,4818,28373.
5443,1761,2532,38191.
7235,1762,1768,103441.
23002,1762,10475,27882.
7406,1762,10341,303275.
2438,1763,10687,84116.
2440,1763,911,973.
3891,1764,1784,11.
3845,1764,5922,20978.
21084,1764,8331,20982.
21048,1764,5303,51564.
14145,1765,10140,5.137341e6
28224,1766,6969,683548.
16964,1766,5597,132991.
2535,1767,1809,51944.
2935,1767,9999,31488.
23000,1768,1762,99381.
854,1768,10331,111597.
7233,1768,1789,1082.
8388,1769,1370,4.291011e6
22992,1770,1777,91835.
7225,1770,10475,327710.
4268,1771,6332,10325.
15755,1772,10675,2.871928e6
7062,1772,8935,414791.
13313,1773,1412,363433.
24940,1773,10502,133994.
9174,1774,10109,204727.
8392,1775,258,4.441319e6
13577,1776,6407,705649.
23036,1777,7824,82531.
7227,1777,1770,249708.
22994,1777,1790,968.
11862,1778,1827,398166.
1462,1778,4012,118976.
17593,1779,3742,360956.
11730,1780,1884,1.028906e6
28002,1781,9264,31485.
13654,1781,7278,41288.
9183,1782,1908,41558.
3979,1782,1870,84043.
24524,1783,1204,380060.
10431,1783,543,35368.
3582,1784,177,31452.
21082,1784,1764,11.
20890,1784,5917,41244.
9177,1785,1841,90884.
9193,1785,10833,106789.
12155,1786,1792,1.21191e6
937,1787,1816,65490.
17615,1788,6761,593050.
28316,1788,7062,1.066446e6
22998,1789,1768,1674.
23092,1789,10331,568483.
7231,1789,1790,533385.
7589,1790,7824,525528.
7229,1790,1777,600.
22996,1790,1789,562476.
936,1791,1820,75682.
12156,1792,3029,1.698152e6
940,1793,1800,23395.
19624,1793,1807,177529.
10182,1794,10792,33687.
9877,1794,1823,57526.
19630,1795,1800,13006.
946,1795,1804,2.
7745,1795,7220,32767.
5549,1796,5928,192400.
7888,1796,9114,97489.
9711,1797,9405,2.498815e6
636,1798,9972,1.006945e6
22020,1799,2765,157215.
5592,1799,8135,72290.
19622,1800,1793,19748.
948,1800,1795,16481.
21382,1801,1802,159491.
4478,1802,1801,2609.
15542,1802,3914,141897.
21384,1802,3887,30898.
11841,1803,3208,2.865615e6
19628,1804,1795,29466.
944,1804,1807,123603.
11757,1805,10638,110117.
3465,1806,1851,219131.
942,1807,1793,3565.
19626,1807,1804,7334.
7887,1807,1796,290061.
8438,1808,2616,580333.
2536,1809,1836,82744.
15278,1811,10512,3.409685e6
11846,1812,10708,2.871584e6
11726,1813,10603,15720.
11727,1813,1780,72158.
13349,1814,1908,78006.
16342,1814,1870,124.
11733,1815,1848,295051.
24510,1815,518,10611.
10417,1815,3359,401616.
951,1816,7854,65318.
17553,1817,6278,260067.
11762,1817,1855,3286.
17352,1818,4731,46947.
9176,1819,1785,197845.
15266,1819,10839,5523.
950,1820,2917,75510.
3981,1821,1904,119134.
5993,1821,10025,86.
12152,1822,6741,1.026521e6
10013,1823,10792,49528.
24324,1823,1722,58197.
9452,1824,1888,21284.
9181,1824,6795,62539.
11754,1825,10603,489158.
11751,1825,1805,74825.
26244,1826,4458,1.677547e6
11875,1826,7005,1.643972e6
11863,1827,9242,2.15552e6
7566,1828,2101,48298.
1490,1829,2485,312258.
8669,1829,1831,1.897766e6
8177,1830,10176,49328.
23382,1830,8168,96672.
13128,1830,6526,93040.
8670,1831,2450,2.191294e6
8672,1832,1379,390265.
17264,1833,10520,62384.
18926,1833,3746,109511.
11761,1834,1817,263525.
1488,1834,7770,209489.
10180,1835,10581,86191.
3035,1836,1912,82544.
2537,1836,1860,28.
17351,1837,1818,32698.
11766,1837,6917,735233.
18385,1838,129,92853.
28136,1838,10237,83920.
11729,1840,1780,956920.
11760,1840,1805,35464.
9178,1841,8884,122710.
8838,1842,1900,397054.
21914,1845,104,73437.
5233,1845,6940,82544.
8837,1846,1842,344842.
9158,1847,5012,170614.
17292,1848,4190,3.549834e6
9172,1849,10157,157175.
9149,1849,1911,62323.
17291,1850,1848,3.254955e6
11741,1850,535,835708.
3448,1851,8928,159588.
3460,1851,9922,59371.
1084,1853,6450,1507.
420,1853,6398,1.266734e6
5063,1854,2061,10325.
11763,1855,1834,234231.
11302,1856,10813,98269.
8678,1856,1822,711714.
24976,1856,4613,4235.
595,1857,10914,689529.
820,1857,2267,4.340146e6
9296,1859,4361,176029.
19494,1859,5884,192805.
684,1859,4327,36576.
2538,1860,10884,83776.
4771,1861,1391,401933.
12084,1861,7679,397442.
13651,1862,1865,2.288701e6
27664,1862,1692,83786.
819,1863,1857,5.029847e6
14705,1864,7050,10325.
13652,1865,313,2.316851e6
16461,1865,10021,157116.
14990,1866,6530,155271.
818,1866,1863,4.101639e6
377,1867,1866,4.257082e6
3449,1868,8880,74271.
3456,1868,8928,66631.
6933,1869,10011,179248.
9451,1870,1824,83995.
6313,1871,7490,8.973464e6
17976,1872,2928,95953.
410,1872,2315,692.
19362,1872,1885,20208.
25550,1873,7841,54567.
10500,1873,1875,127341.
17517,1874,1869,179420.
2128,1875,1753,190345.
10483,1875,9077,3931.
17337,1876,2513,445706.
19350,1877,1954,34564.
426,1877,1948,31229.
394,1877,1957,168561.
3640,1878,5824,4.387207e6
10425,1879,3361,5303.
24518,1879,44,23364.
9139,1879,1806,217107.
433,1880,2928,2248.
19370,1880,1890,96428.
6541,1881,8504,177842.
6539,1881,4654,20783.
19352,1882,1897,13762.
387,1882,1954,117173.
19344,1882,1916,3.
27884,1883,10019,26364.
16790,1883,5283,12852.
16784,1883,1917,4142.
